행정동코드,시도명,시군구명,읍면동명,2020인구수,2019인구수,면적,2019인구밀도,2020인구밀도
3114062500,울산광역시,남구,대현동,30893,31486,1.08,29153.7037037037,28604.629629629628
3114062500,울산광역시,남구,대현동,30893,31486,1.08,29153.7037037037,28604.629629629628
3114062500,울산광역시,남구,대현동,30893,31486,1.08,29153.7037037037,28604.629629629628
3114067000,울산광역시,남구,야음장생포동,10611,10832,13.2,820.6060606060606,803.8636363636364
3114067000,울산광역시,남구,야음장생포동,10611,10832,13.2,820.6060606060606,803.8636363636364
3114067000,울산광역시,남구,야음장생포동,10611,10832,13.2,820.6060606060606,803.8636363636364
3114067000,울산광역시,남구,야음장생포동,10611,10832,13.2,820.6060606060606,803.8636363636364
2632053000,부산광역시,북구,금곡동,39757,41061,8.12,5056.773399014779,4896.182266009852
2632053000,부산광역시,북구,금곡동,39757,41061,8.12,5056.773399014779,4896.182266009852
2632053000,부산광역시,북구,금곡동,39757,41061,8.12,5056.773399014779,4896.182266009852
2632053000,부산광역시,북구,금곡동,39757,41061,8.12,5056.773399014779,4896.182266009852
2723051000,대구광역시,북구,고성동,4153,4952,0.53,9343.396226415094,7835.8490566037735
2723051000,대구광역시,북구,고성동,4153,4952,0.53,9343.396226415094,7835.8490566037735
2723051000,대구광역시,북구,고성동,4153,4952,0.53,9343.396226415094,7835.8490566037735
2723051000,대구광역시,북구,고성동,4153,4952,0.53,9343.396226415094,7835.8490566037735
2723052600,대구광역시,북구,칠성동,23645,23780,1.36,17485.294117647056,17386.029411764706
2723052600,대구광역시,북구,칠성동,23645,23780,1.36,17485.294117647056,17386.029411764706
2723052600,대구광역시,북구,칠성동,23645,23780,1.36,17485.294117647056,17386.029411764706
2723052600,대구광역시,북구,칠성동,23645,23780,1.36,17485.294117647056,17386.029411764706
2723064500,대구광역시,북구,대현동,18738,18916,1.22,15504.918032786885,15359.016393442624
2723064500,대구광역시,북구,대현동,18738,18916,1.22,15504.918032786885,15359.016393442624
2723064500,대구광역시,북구,대현동,18738,18916,1.22,15504.918032786885,15359.016393442624
2723064500,대구광역시,북구,대현동,18738,18916,1.22,15504.918032786885,15359.016393442624
2723068000,대구광역시,북구,검단동,7005,7275,3.91,1860.613810741688,1791.5601023017903
2723068000,대구광역시,북구,검단동,7005,7275,3.91,1860.613810741688,1791.5601023017903
2723068000,대구광역시,북구,검단동,7005,7275,3.91,1860.613810741688,1791.5601023017903
2723068000,대구광역시,북구,검단동,7005,7275,3.91,1860.613810741688,1791.5601023017903
2723069500,대구광역시,북구,무태조야동,30165,28594,23.24,1230.3786574870912,1297.9776247848538
2723069500,대구광역시,북구,무태조야동,30165,28594,23.24,1230.3786574870912,1297.9776247848538
2723069500,대구광역시,북구,무태조야동,30165,28594,23.24,1230.3786574870912,1297.9776247848538
2723069500,대구광역시,북구,무태조야동,30165,28594,23.24,1230.3786574870912,1297.9776247848538
2723074500,대구광역시,북구,구암동,37110,37836,4.4,8599.090909090908,8434.090909090908
2723074500,대구광역시,북구,구암동,37110,37836,4.4,8599.090909090908,8434.090909090908
2723074500,대구광역시,북구,구암동,37110,37836,4.4,8599.090909090908,8434.090909090908
2723074500,대구광역시,북구,구암동,37110,37836,4.4,8599.090909090908,8434.090909090908
2723075000,대구광역시,북구,관음동,17463,18068,2.99,6042.809364548494,5840.468227424749
2723075000,대구광역시,북구,관음동,17463,18068,2.99,6042.809364548494,5840.468227424749
2723075000,대구광역시,북구,관음동,17463,18068,2.99,6042.809364548494,5840.468227424749
2723075000,대구광역시,북구,관음동,17463,18068,2.99,6042.809364548494,5840.468227424749
2723078000,대구광역시,북구,동천동,29570,30148,1.12,26917.85714285714,26401.78571428571
2723078000,대구광역시,북구,동천동,29570,30148,1.12,26917.85714285714,26401.78571428571
2723078000,대구광역시,북구,동천동,29570,30148,1.12,26917.85714285714,26401.78571428571
2723078000,대구광역시,북구,동천동,29570,30148,1.12,26917.85714285714,26401.78571428571
2723079000,대구광역시,북구,노원동,12556,13525,3.09,4377.022653721683,4063.4304207119744
2723079000,대구광역시,북구,노원동,12556,13525,3.09,4377.022653721683,4063.4304207119744
2723079000,대구광역시,북구,노원동,12556,13525,3.09,4377.022653721683,4063.4304207119744
2723079000,대구광역시,북구,노원동,12556,13525,3.09,4377.022653721683,4063.4304207119744
2723080000,대구광역시,북구,국우동,24404,24818,17.19,1443.7463641652123,1419.6625945317044
2723080000,대구광역시,북구,국우동,24404,24818,17.19,1443.7463641652123,1419.6625945317044
2723080000,대구광역시,북구,국우동,24404,24818,17.19,1443.7463641652123,1419.6625945317044
2723080000,대구광역시,북구,국우동,24404,24818,17.19,1443.7463641652123,1419.6625945317044
2917055500,광주광역시,북구,중앙동,3318,3567,0.67,5323.880597014925,4952.238805970149
2917055500,광주광역시,북구,중앙동,3318,3567,0.67,5323.880597014925,4952.238805970149
2917055500,광주광역시,북구,중앙동,3318,3567,0.67,5323.880597014925,4952.238805970149
2917055500,광주광역시,북구,중앙동,3318,3567,0.67,5323.880597014925,4952.238805970149
2917057000,광주광역시,북구,임동,8167,8804,1.22,7216.393442622951,6694.262295081968
2917057000,광주광역시,북구,임동,8167,8804,1.22,7216.393442622951,6694.262295081968
2917057000,광주광역시,북구,임동,8167,8804,1.22,7216.393442622951,6694.262295081968
2917057000,광주광역시,북구,임동,8167,8804,1.22,7216.393442622951,6694.262295081968
2917058000,광주광역시,북구,신안동,11510,10844,1.24,8745.161290322581,9282.258064516129
2917058000,광주광역시,북구,신안동,11510,10844,1.24,8745.161290322581,9282.258064516129
2917058000,광주광역시,북구,신안동,11510,10844,1.24,8745.161290322581,9282.258064516129
2917058000,광주광역시,북구,신안동,11510,10844,1.24,8745.161290322581,9282.258064516129
2917063500,광주광역시,북구,풍향동,6154,6295,0.78,8070.51282051282,7889.74358974359
2917063500,광주광역시,북구,풍향동,6154,6295,0.78,8070.51282051282,7889.74358974359
2917063500,광주광역시,북구,풍향동,6154,6295,0.78,8070.51282051282,7889.74358974359
2917063500,광주광역시,북구,풍향동,6154,6295,0.78,8070.51282051282,7889.74358974359
2917065000,광주광역시,북구,문화동,19203,19438,3.17,6131.86119873817,6057.728706624605
2917065000,광주광역시,북구,문화동,19203,19438,3.17,6131.86119873817,6057.728706624605
2917065000,광주광역시,북구,문화동,19203,19438,3.17,6131.86119873817,6057.728706624605
2917065000,광주광역시,북구,문화동,19203,19438,3.17,6131.86119873817,6057.728706624605
2917066900,광주광역시,북구,일곡동,30978,31793,0.75,42390.666666666664,41304.0
2917066900,광주광역시,북구,일곡동,30978,31793,0.75,42390.666666666664,41304.0
2917066900,광주광역시,북구,일곡동,30978,31793,0.75,42390.666666666664,41304.0
2917066900,광주광역시,북구,일곡동,30978,31793,0.75,42390.666666666664,41304.0
2917067300,광주광역시,북구,매곡동,14417,14750,3.73,3954.4235924932977,3865.14745308311
2917067300,광주광역시,북구,매곡동,14417,14750,3.73,3954.4235924932977,3865.14745308311
2917067300,광주광역시,북구,매곡동,14417,14750,3.73,3954.4235924932977,3865.14745308311
2917067300,광주광역시,북구,매곡동,14417,14750,3.73,3954.4235924932977,3865.14745308311
2917069500,광주광역시,북구,건국동,52287,49519,28.2,1755.9929078014186,1854.148936170213
2917069500,광주광역시,북구,건국동,52287,49519,28.2,1755.9929078014186,1854.148936170213
2917069500,광주광역시,북구,건국동,52287,49519,28.2,1755.9929078014186,1854.148936170213
2917069500,광주광역시,북구,건국동,52287,49519,28.2,1755.9929078014186,1854.148936170213
3120054000,울산광역시,북구,강동동,16297,15267,60.71,251.47422170976773,268.4401251853072
3120054000,울산광역시,북구,강동동,16297,15267,60.71,251.47422170976773,268.4401251853072
3120054000,울산광역시,북구,강동동,16297,15267,60.71,251.47422170976773,268.4401251853072
3120054000,울산광역시,북구,강동동,16297,15267,60.71,251.47422170976773,268.4401251853072
3120056000,울산광역시,북구,효문동,30023,30908,16.28,1898.5257985257983,1844.1646191646191
3120056000,울산광역시,북구,효문동,30023,30908,16.28,1898.5257985257983,1844.1646191646191
3120056000,울산광역시,북구,효문동,30023,30908,16.28,1898.5257985257983,1844.1646191646191
3120056000,울산광역시,북구,효문동,30023,30908,16.28,1898.5257985257983,1844.1646191646191
3120057000,울산광역시,북구,송정동,34483,26556,10.78,2463.4508348794066,3198.7940630797775
3120057000,울산광역시,북구,송정동,34483,26556,10.78,2463.4508348794066,3198.7940630797775
3120057000,울산광역시,북구,송정동,34483,26556,10.78,2463.4508348794066,3198.7940630797775
3120057000,울산광역시,북구,송정동,34483,26556,10.78,2463.4508348794066,3198.7940630797775
3120058000,울산광역시,북구,양정동,10161,10680,6.67,1601.1994002998501,1523.3883058470765
3120058000,울산광역시,북구,양정동,10161,10680,6.67,1601.1994002998501,1523.3883058470765
3120058000,울산광역시,북구,양정동,10161,10680,6.67,1601.1994002998501,1523.3883058470765
3120058000,울산광역시,북구,양정동,10161,10680,6.67,1601.1994002998501,1523.3883058470765
3120059000,울산광역시,북구,염포동,10298,10713,5.54,1933.7545126353791,1858.8447653429603
3120059000,울산광역시,북구,염포동,10298,10713,5.54,1933.7545126353791,1858.8447653429603
3120059000,울산광역시,북구,염포동,10298,10713,5.54,1933.7545126353791,1858.8447653429603
3120059000,울산광역시,북구,염포동,10298,10713,5.54,1933.7545126353791,1858.8447653429603
2638055000,부산광역시,사하구,당리동,27961,28989,3.87,7490.697674418604,7225.064599483204
2641055500,부산광역시,금정구,금사회동동,8671,8901,5.52,1612.5000000000002,1570.8333333333335
2641063500,부산광역시,금정구,선두구동,2402,2459,12.05,204.06639004149378,199.33609958506224
2641066500,부산광역시,금정구,청룡노포동,10188,10426,10.91,955.6370302474794,933.8221814848763
2650073000,부산광역시,수영구,수영동,15162,15437,0.72,21440.277777777777,21058.333333333336
2653062000,부산광역시,사상구,괘법동,21810,21704,3.45,6291.014492753623,6321.739130434782
2653064500,부산광역시,사상구,감전동,14105,14657,3.48,4211.781609195402,4053.1609195402298
2653067000,부산광역시,사상구,학장동,29817,30538,5.48,5572.627737226277,5441.058394160584
2653068000,부산광역시,사상구,엄궁동,28730,30053,5.04,5962.896825396825,5700.396825396825
2671025000,부산광역시,기장군,기장읍,54160,55645,39.2,1419.515306122449,1381.6326530612243
2671025300,부산광역시,기장군,장안읍,8811,9060,50.92,177.92615868028278,173.03613511390415
2671025600,부산광역시,기장군,정관읍,82373,83016,38.22,2172.056514913658,2155.2328623757194
2671031000,부산광역시,기장군,일광면,14578,8748,35.76,244.63087248322148,407.66219239373606
2671033000,부산광역시,기장군,철마면,8210,8555,53.94,158.60215053763443,152.20615498702261
2726061000,대구광역시,수성구,중동,11568,10896,0.91,11973.626373626374,12712.08791208791
2726062000,대구광역시,수성구,상동,16952,17136,1.33,12884.210526315788,12745.864661654135
2729051500,대구광역시,달서구,성당동,24527,24813,1.99,12468.844221105528,12325.125628140704
2729055500,대구광역시,달서구,감삼동,28142,27896,1.18,23640.677966101695,23849.15254237288
2729056800,대구광역시,달서구,장기동,17798,16792,3.11,5399.35691318328,5722.829581993569
2729058500,대구광역시,달서구,신당동,31908,32239,9.38,3436.9936034115135,3401.705756929637
2729059000,대구광역시,달서구,본리동,22094,22383,1.09,20534.8623853211,20269.7247706422
2729061500,대구광역시,달서구,진천동,77472,76442,5.97,12804.355108877722,12976.884422110554
2771025000,대구광역시,달성군,화원읍,48921,50041,27.68,1807.8395953757226,1767.3771676300578
2771025300,대구광역시,달성군,논공읍,4536,4327,43.87,98.63232277182586,103.39639844996582
2771025600,대구광역시,달성군,다사읍,51257,50497,36.66,1377.441352973268,1398.1723949809057
2771025900,대구광역시,달성군,유가읍,29931,29854,57.37,520.376503398989,521.7186682935333
2771026200,대구광역시,달성군,옥포읍,24662,23307,48.94,476.23620760114426,503.9231712300777
2771026500,대구광역시,달성군,현풍읍,23529,20876,24.47,853.1262770739681,961.5447486718431
2771031000,대구광역시,달성군,가창면,8044,8146,111.17,73.27516416299362,72.35765044526401
2771033000,대구광역시,달성군,하빈면,3726,3839,36.7,104.60490463215258,101.5258855585831
2771038000,대구광역시,달성군,구지면,9461,9341,39.75,234.9937106918239,238.01257861635222
2817770000,인천광역시,미추홀구,관교동,15789,16281,0.89,18293.25842696629,17740.449438202246
2817771000,인천광역시,미추홀구,문학동,13799,14041,1.73,8116.184971098266,7976.300578034682
2818575000,인천광역시,연수구,선학동,17796,18456,2.41,7658.091286307053,7384.232365145228
2820065000,인천광역시,남동구,장수서창동,20784,20803,13.97,1489.1195418754473,1487.7594846098782
2820066000,인천광역시,남동구,남촌도림동,21740,22250,9.76,2279.7131147540986,2227.4590163934427
2820071000,인천광역시,남동구,논현고잔동,42233,41186,10.5,3922.4761904761904,4022.190476190476
2823767000,인천광역시,부평구,일신동,13224,13438,4.31,3117.865429234339,3068.2134570765666
2824564000,인천광역시,계양구,작전서운동,31310,31584,3.79,8333.509234828496,8261.213720316622
2871025000,인천광역시,강화군,강화읍,22749,22816,24.957,914.2124454060985,911.527827863926
2871031000,인천광역시,강화군,선원면,7737,7759,21.392,362.70568436798806,361.6772625280479
2871032000,인천광역시,강화군,불은면,4882,4853,31.447,154.32314688205554,155.2453334181321
2871033000,인천광역시,강화군,길상면,6931,6845,35.067,195.19776427980722,197.650212450452
2871034000,인천광역시,강화군,화도면,4481,4476,42.335,105.72812094012046,105.8462265265147
2871035000,인천광역시,강화군,양도면,4192,4115,35.431,116.14123225424065,118.31447037904661
2871036000,인천광역시,강화군,내가면,3108,3112,29.776,104.51370231058571,104.37936593229446
2871037000,인천광역시,강화군,하점면,4091,4061,36.206,112.16372976854665,112.99232171463292
2871038000,인천광역시,강화군,양사면,1857,1882,26.46,71.12622826908542,70.18140589569161
2871039000,인천광역시,강화군,송해면,3175,3154,22.381,140.92310441892675,141.861400294893
2871040000,인천광역시,강화군,교동면,2923,2973,47.151,63.05274543487943,61.992322538228244
2871042000,인천광역시,강화군,서도면,380,395,13.21,29.901589704769112,28.766086298258895
2872031000,인천광역시,옹진군,북도면,1162,1183,17.65,67.02549575070822,65.8356940509915
2872033000,인천광역시,옹진군,백령면,5203,5359,51.18,104.70887065259868,101.66080500195389
2872034000,인천광역시,옹진군,대청면,1234,1291,15.6,82.75641025641026,79.1025641025641
2872035000,인천광역시,옹진군,덕적면,1909,1975,36.62,53.93227744401967,52.12998361551065
2872036000,인천광역시,옹진군,영흥면,6256,6338,26.29,241.08025865348043,237.9612019779384
2872037000,인천광역시,옹진군,자월면,917,918,17.72,51.8058690744921,51.74943566591423
2872038000,인천광역시,옹진군,연평면,2058,2135,7.41,288.1241565452092,277.73279352226723
2920054000,광주광역시,광산구,도산동,16138,15927,4.01,3971.8204488778056,4024.4389027431425
2920055000,광주광역시,광산구,신흥동,4778,4991,5.5,907.4545454545455,868.7272727272727
2920062000,광주광역시,광산구,비아동,7326,7305,3.86,1892.4870466321245,1897.9274611398964
2920063000,광주광역시,광산구,신가동,21306,22474,2.72,8262.5,7833.088235294117
2920063700,광주광역시,광산구,수완동,78471,79268,6.97,11372.740315638452,11258.393113342898
2920064000,광주광역시,광산구,하남동,23347,23548,14.78,1593.2341001353182,1579.6346414073073
2920065000,광주광역시,광산구,임곡동,2165,2164,29.81,72.59308956725931,72.62663535726267
2920066000,광주광역시,광산구,동곡동,1963,1991,16.28,122.29729729729729,120.57739557739556
2920067000,광주광역시,광산구,평동,4048,4067,29.11,139.7114393679148,139.05874270010307
2920069000,광주광역시,광산구,본량동,2087,2108,33.47,62.98177472363311,62.35434717657604
3020052000,대전광역시,유성구,진잠동,35462,36127,46.92,769.9701619778346,755.7971014492754
3020057000,대전광역시,유성구,전민동,27377,27567,9.02,3056.208425720621,3035.1441241685147
3020058000,대전광역시,유성구,구즉동,28249,28182,27.49,1025.172790105493,1027.6100400145508
3020060000,대전광역시,유성구,관평동,29033,28945,7.2,4020.1388888888887,4032.361111111111
3020061000,대전광역시,유성구,원신흥동,46535,46435,4.13,11243.341404358354,11267.554479418886
3023051000,대전광역시,대덕구,오정동,15058,15580,3.08,5058.441558441558,4888.961038961039
3023052000,대전광역시,대덕구,대화동,7483,7778,3.16,2461.392405063291,2368.0379746835442
3023053300,대전광역시,대덕구,비래동,16967,17373,3.35,5185.9701492537315,5064.776119402985
3023054600,대전광역시,대덕구,중리동,20031,20475,1.5,13650.0,13354.0
3023055000,대전광역시,대덕구,신탄진동,11296,11604,22.98,504.96083550913835,491.55787641427327
3023056000,대전광역시,대덕구,석봉동,14441,14422,1.23,11725.203252032521,11740.650406504064
3171025000,울산광역시,울주군,온산읍,20450,21235,39.7,534.8866498740554,515.1133501259445
3171025300,울산광역시,울주군,언양읍,28486,27894,68.8,405.4360465116279,414.0406976744186
3171025600,울산광역시,울주군,온양읍,28773,28901,64.0,451.578125,449.578125
3171025900,울산광역시,울주군,범서읍,71347,72231,77.1,936.8482490272374,925.3826199740597
3171026200,울산광역시,울주군,청량읍,19417,18150,60.0,302.5,323.6166666666667
3171031000,울산광역시,울주군,서생면,8527,8698,36.9,235.71815718157183,231.08401084010842
3171034000,울산광역시,울주군,웅촌면,7812,7850,52.0,150.96153846153845,150.23076923076923
3171036000,울산광역시,울주군,두동면,4211,4145,63.5,65.2755905511811,66.31496062992126
3171037000,울산광역시,울주군,두서면,3158,3187,78.8,40.444162436548226,40.076142131979694
3171039000,울산광역시,울주군,삼남면,21132,19852,31.0,640.3870967741935,681.6774193548387
3171040000,울산광역시,울주군,삼동면,1802,1839,62.4,29.471153846153847,28.878205128205128
4115058000,경기도,의정부시,자금동,27792,28853,11.78,2449.320882852292,2359.2529711375214
4115059500,경기도,의정부시,가능동,26439,25735,3.97,6482.367758186398,6659.697732997481
4115061500,경기도,의정부시,흥선동,19478,20043,5.74,3491.8118466898954,3393.3797909407663
4115062000,경기도,의정부시,녹양동,22502,22865,3.81,6001.312335958005,5906.036745406824
4119061000,경기도,부천시,중동,42379,23841,2.5,9536.4,16951.6
4119075000,경기도,부천시,소사본동,57029,25983,4.0,6495.75,14257.25
4119083000,경기도,부천시,오정동,85988,22435,12.4,1809.274193548387,6934.516129032258
4121066000,경기도,광명시,학온동,2277,2310,12.89,179.20868890612877,176.64856477889836
4122025000,경기도,평택시,팽성읍,27495,27935,56.53,494.16239165045107,486.3789138510525
4122025300,경기도,평택시,안중읍,43796,44017,28.47,1546.0835967685284,1538.3210396909028
4122025600,경기도,평택시,포승읍,23979,24601,60.46,406.89712206417465,396.6093284816408
4122025900,경기도,평택시,청북읍,25787,25525,52.56,485.6354642313546,490.6202435312024
4122031000,경기도,평택시,진위면,11409,11812,34.01,347.30961481917086,335.4601587768304
4122032000,경기도,평택시,서탄면,3645,3777,28.64,131.87849162011173,127.2695530726257
4122033000,경기도,평택시,고덕면,18374,10189,35.06,290.6160867084997,524.0730176839703
4122034000,경기도,평택시,오성면,6757,6989,32.5,215.04615384615386,207.90769230769232
4122037000,경기도,평택시,현덕면,5420,5644,45.89,122.98975811723687,118.10852037480933
4122051000,경기도,평택시,중앙동,43997,45379,8.14,5574.815724815724,5405.036855036855
4122053500,경기도,평택시,송탄동,19271,14507,20.33,713.5759960649287,947.9094933595673
4122055000,경기도,평택시,지산동,12020,11844,1.61,7356.521739130434,7465.83850931677
4122056000,경기도,평택시,송북동,21985,22514,7.17,3140.0278940027893,3066.248256624826
4122061000,경기도,평택시,통복동,4163,4217,0.36,11713.888888888889,11563.888888888889
4125053500,경기도,동두천시,중앙동,5178,5419,0.85,6375.294117647059,6091.764705882353
4125056500,경기도,동두천시,불현동,27900,28165,33.37,844.0215762661073,836.0803116571772
4125058000,경기도,동두천시,소요동,8619,8784,31.31,280.5493452571064,275.279463430214
4125060000,경기도,동두천시,상패동,5039,5065,8.05,629.1925465838509,625.9627329192546
4129051000,경기도,과천시,중앙동,8469,6723,6.99,961.8025751072961,1211.587982832618
4129053000,경기도,과천시,별양동,10597,10889,0.68,16013.235294117645,15583.823529411764
4129054000,경기도,과천시,부림동,11786,11753,0.37,31764.864864864867,31854.054054054053
4129055000,경기도,과천시,과천동,9883,9728,10.77,903.2497678737234,917.6415970287837
4129056000,경기도,과천시,문원동,8069,8245,12.69,649.7241922773837,635.8550039401104
4131051000,경기도,구리시,갈매동,31560,30552,3.95,7734.683544303797,7989.873417721518
4131052000,경기도,구리시,동구동,38711,39564,7.32,5404.918032786885,5288.3879781420765
4131053000,경기도,구리시,인창동,23215,24120,2.1,11485.714285714284,11054.761904761905
4136025000,경기도,남양주시,와부읍,63537,65719,49.84,1318.599518459069,1274.8194221508827
4136025300,경기도,남양주시,진접읍,93318,94007,65.97,1424.996210398666,1414.5520691223282
4136025600,경기도,남양주시,화도읍,100975,100845,71.46,1411.2090680100757,1413.0282675622727
4136025900,경기도,남양주시,진건읍,24756,25551,32.56,784.7358722358722,760.3194103194103
4136026200,경기도,남양주시,오남읍,53523,54107,25.24,2143.7004754358163,2120.5625990491285
4136031000,경기도,남양주시,별내면,19838,20452,22.17,922.507893549842,894.8128101037437
4136034000,경기도,남양주시,수동면,9013,9116,72.74,125.32306846301898,123.90706626340392
4136036000,경기도,남양주시,조안면,4223,4322,50.7,85.2465483234714,83.2938856015779
4136051000,경기도,남양주시,호평동,50931,50342,9.13,5513.910186199342,5578.42278203724
4136052000,경기도,남양주시,평내동,34483,35738,7.24,4936.187845303867,4762.845303867403
4136053000,경기도,남양주시,금곡동,19244,20353,6.93,2936.940836940837,2776.911976911977
4136054000,경기도,남양주시,양정동,4636,4867,12.5,389.36,370.88
4136057000,경기도,남양주시,별내동,72079,69916,18.62,3754.8872180451126,3871.052631578947
4137051000,경기도,오산시,중앙동,36188,33694,3.66,9206.010928961749,9887.43169398907
4137055000,경기도,오산시,세마동,31679,25708,13.32,1930.03003003003,2378.3033033033034
4139051000,경기도,시흥시,대야동,36339,31276,9.85,3175.228426395939,3689.2385786802033
4139055000,경기도,시흥시,매화동,12446,12848,11.2,1147.142857142857,1111.25
4139057000,경기도,시흥시,목감동,43166,40586,17.57,2309.96015936255,2456.8013659647127
4139058100,경기도,시흥시,군자동,22745,23735,8.16,2908.700980392157,2787.377450980392
4139058200,경기도,시흥시,월곶동,15549,15358,8.11,1893.711467324291,1917.2626387176326
4139058900,경기도,시흥시,정왕본동,20560,21720,8.83,2459.796149490374,2328.4258210645526
4139059500,경기도,시흥시,배곧동,70128,59277,4.97,11926.961770623742,14110.2615694165
4139062100,경기도,시흥시,과림동,1975,2069,7.65,270.45751633986924,258.16993464052285
4139063000,경기도,시흥시,연성동,24403,23368,10.05,2325.1741293532336,2428.1592039800994
4139063100,경기도,시흥시,장곡동,17372,17832,3.49,5109.45558739255,4977.650429799427
4139064000,경기도,시흥시,능곡동,17680,15433,4.34,3555.990783410138,4073.7327188940094
4141056000,경기도,군포시,금정동,17486,17983,1.26,14272.222222222223,13877.777777777777
4141057000,경기도,군포시,재궁동,19584,20373,0.87,23417.241379310344,22510.344827586207
4141058000,경기도,군포시,오금동,22610,23230,1.18,19686.440677966104,19161.016949152545
4141059000,경기도,군포시,수리동,17238,17682,2.73,6476.923076923077,6314.285714285715
4141061000,경기도,군포시,대야동,20369,14900,15.34,971.3168187744459,1327.8357235984354
4141062000,경기도,군포시,광정동,25613,26109,1.89,13814.285714285716,13551.851851851852
4143051000,경기도,의왕시,고천동,11977,12067,8.9,1355.8426966292134,1345.7303370786517
4143052000,경기도,의왕시,부곡동,29501,28111,11.3,2487.6991150442477,2610.7079646017696
4143053000,경기도,의왕시,오전동,38376,39086,6.8,5747.941176470588,5643.529411764706
4145051000,경기도,하남시,천현동,7722,7791,34.92,223.10996563573883,221.1340206185567
4145058000,경기도,하남시,감북동,2844,3916,5.86,668.259385665529,485.32423208191125
4145058500,경기도,하남시,위례동,19241,19265,4.06,4745.073891625616,4739.162561576355
4145059000,경기도,하남시,춘궁동,4054,4055,15.37,263.825634352635,263.76057254391674
4145060000,경기도,하남시,초이동,3699,3741,7.63,490.30144167758846,484.79685452162516
4148025000,경기도,파주시,문산읍,48510,49144,47.3,1038.985200845666,1025.5813953488373
4148025300,경기도,파주시,파주읍,13154,13380,32.22,415.2700186219739,408.25574177529484
4148025600,경기도,파주시,법원읍,10999,11313,73.1,154.76060191518468,150.46511627906978
4148026200,경기도,파주시,조리읍,30243,30877,27.42,1126.075857038658,1102.9540481400436
4148031000,경기도,파주시,월롱면,9311,10277,27.13,378.8057500921489,343.1994102469591
4148032000,경기도,파주시,탄현면,13526,13848,61.72,224.36811406351265,219.151004536617
4148035000,경기도,파주시,광탄면,11569,11813,65.44,180.51650366748166,176.78789731051344
4148036000,경기도,파주시,파평면,3927,3998,41.83,95.57733683958881,93.87999043748506
4148037000,경기도,파주시,적성면,7579,7554,88.95,84.92411467116358,85.20517144463182
4148038700,경기도,파주시,장단출장소,578,590,139.08,4.242162784009203,4.1558815070463035
4148040000,경기도,파주시,진동면,159,160,43.16,3.7071362372567194,3.683966635773865
4148054000,경기도,파주시,교하동,41057,41288,36.88,1119.5227765726681,1113.259219088937
4150025000,경기도,이천시,장호원읍,14824,15088,60.36,249.96686547382373,245.59310801855534
4150025300,경기도,이천시,부발읍,36061,36429,41.88,869.8424068767907,861.0553963705826
4150031000,경기도,이천시,신둔면,13332,13136,36.46,360.28524410312673,365.6609983543609
4150032000,경기도,이천시,백사면,11097,11020,32.56,338.45208845208845,340.8169533169533
4150033000,경기도,이천시,호법면,5719,5845,37.93,154.09965726337992,150.77774848404957
4150034000,경기도,이천시,마장면,13027,10833,51.36,210.9228971962617,253.64096573208724
4150035000,경기도,이천시,대월면,14523,14580,31.452,463.5635253719954,461.7512399847386
4150036000,경기도,이천시,모가면,4454,4549,51.66,88.05652342237708,86.21757646147891
4150037000,경기도,이천시,설성면,4833,4928,51.67,95.3744919682601,93.53590090961873
4150038000,경기도,이천시,율면,2692,2761,36.77,75.0883872722328,73.21185749252108
4150051500,경기도,이천시,증포동,53941,53039,8.91,5952.749719416386,6053.98428731762
4150052000,경기도,이천시,중리동,14701,14495,22.05,657.3696145124717,666.7120181405895
4150053000,경기도,이천시,관고동,10298,10397,7.76,1339.819587628866,1327.0618556701031
4155025000,경기도,안성시,공도읍,57853,57147,31.94,1789.1984971822167,1811.302442078898
4155031000,경기도,안성시,보개면,5487,5663,53.01,106.82890020750803,103.50877192982456
4155032000,경기도,안성시,금광면,7578,7769,71.71,108.33914377353229,105.67563798633385
4155033000,경기도,안성시,서운면,3421,3564,36.28,98.23594266813672,94.29437706725469
4155034000,경기도,안성시,미양면,5634,5880,33.73,174.32552623777056,167.03231544619035
4155035000,경기도,안성시,대덕면,15617,15774,31.16,506.22593068035945,501.18741976893455
4155036000,경기도,안성시,양성면,5238,5279,53.17,99.28531126575136,98.51419973669363
4155038000,경기도,안성시,원곡면,6172,6057,37.83,160.11102299762095,163.15093840867038
4155039000,경기도,안성시,일죽면,7573,7692,55.54,138.49477853799064,136.3521786100108
4155040000,경기도,안성시,죽산면,6870,7077,31.94,221.57169693174703,215.09079524107702
4155041000,경기도,안성시,삼죽면,3505,3577,39.04,91.62397540983606,89.7797131147541
4155042000,경기도,안성시,고삼면,1937,1956,27.79,70.38503058654193,69.70133141417776
4157025000,경기도,김포시,통진읍,26545,26739,29.49,906.7141403865718,900.1356391997288
4157025300,경기도,김포시,고촌읍,30831,27128,29.49,919.9050525601899,1045.4730417090539
4157025600,경기도,김포시,양촌읍,27724,26204,33.65,778.7221396731055,823.8930163447252
4157034000,경기도,김포시,대곶면,9767,9887,42.79,231.0586585650853,228.25426501519047
4157035000,경기도,김포시,월곶면,5547,5569,51.95,107.19923002887391,106.77574590952838
4157036000,경기도,김포시,하성면,8289,8250,54.76,150.6574141709277,151.36961285609934
4157051500,경기도,김포시,김포본동,50824,50088,11.8,4244.745762711864,4307.118644067797
