행정동코드,시도명,시군구명,읍면동명,2020인구수,2019인구수,면적,2019인구밀도,2020인구밀도
4882037000,경상남도,고성군,영오면,1443,1487,22.77,65.3052261747914,63.37285902503294
4882037000,경상남도,고성군,영오면,1443,1487,22.77,65.3052261747914,63.37285902503294
4882038000,경상남도,고성군,개천면,1145,1156,40.45,28.578491965389368,28.30655129789864
4882038000,경상남도,고성군,개천면,1145,1156,40.45,28.578491965389368,28.30655129789864
4882039000,경상남도,고성군,구만면,1011,1029,22.23,46.288798920377864,45.47908232118758
4882039000,경상남도,고성군,구만면,1011,1029,22.23,46.288798920377864,45.47908232118758
4882040000,경상남도,고성군,회화면,3623,3678,29.65,124.04721753794267,122.19224283305228
4882040000,경상남도,고성군,회화면,3623,3678,29.65,124.04721753794267,122.19224283305228
4882041000,경상남도,고성군,마암면,1792,1846,33.7,54.77744807121661,53.17507418397626
4882041000,경상남도,고성군,마암면,1792,1846,33.7,54.77744807121661,53.17507418397626
4882042000,경상남도,고성군,동해면,3137,3238,53.45,60.5799812909261,58.690364826941064
4882042000,경상남도,고성군,동해면,3137,3238,53.45,60.5799812909261,58.690364826941064
4882043000,경상남도,고성군,거류면,4371,4524,36.57,123.70795734208367,119.5242001640689
4882043000,경상남도,고성군,거류면,4371,4524,36.57,123.70795734208367,119.5242001640689
4283025000,강원도,양양군,양양읍,12109,12005,32.35,371.09737248840804,374.3122102009273
4283031000,강원도,양양군,서면,2943,2968,268.06,11.072148026561218,10.978885324181153
4283032000,강원도,양양군,손양면,2374,2407,47.2,50.9957627118644,50.29661016949152
4283033000,강원도,양양군,현북면,2550,2593,164.47,15.765793153766644,15.50434729737946
4283034000,강원도,양양군,현남면,3064,3055,64.34,47.48212620453839,47.622008082064035
4283035000,강원도,양양군,강현면,4670,4491,52.78,85.08904888215233,88.48048503220917
4313025000,충청북도,충주시,주덕읍,4877,5049,48.44,104.23203963666391,100.68125516102396
4313031000,충청북도,충주시,살미면,2055,2113,91.6,23.06768558951965,22.434497816593886
4313032500,충청북도,충주시,수안보면,3085,3269,73.4,44.53678474114441,42.02997275204359
4313033500,충청북도,충주시,대소원면,8550,8323,61.87,134.5240019395507,138.19298529174074
4313035000,충청북도,충주시,신니면,3029,3166,59.81,52.93429192442735,50.643705066042465
4313036000,충청북도,충주시,노은면,2341,2416,61.8,39.09385113268608,37.88025889967638
4313037000,충청북도,충주시,앙성면,4008,4136,100.3,41.23629112662014,39.96011964107677
4313038500,충청북도,충주시,중앙탑면,12506,11759,48.1,244.46985446985445,260.0
4313039000,충청북도,충주시,금가면,3690,3860,33.8,114.20118343195267,109.1715976331361
4313040000,충청북도,충주시,동량면,3735,3889,109.4,35.54844606946983,34.14076782449725
4313041000,충청북도,충주시,산척면,2316,2454,78.4,31.301020408163264,29.54081632653061
4313042000,충청북도,충주시,엄정면,3300,3411,56.5,60.3716814159292,58.4070796460177
4313043000,충청북도,충주시,소태면,1940,1978,63.0,31.396825396825395,30.793650793650794
4313056000,충청북도,충주시,지현동,5359,5701,0.6,9501.666666666668,8931.666666666668
4313057100,충청북도,충주시,문화동,9703,10316,0.98,10526.530612244898,9901.020408163266
4313061000,충청북도,충주시,봉방동,9403,9962,3.65,2729.3150684931506,2576.1643835616437
4315025000,충청북도,제천시,봉양읍,6801,6940,144.85,47.911632723507076,46.952019330341734
4315031000,충청북도,제천시,금성면,1979,2020,62.59,32.273526122383764,31.618469404058153
4315032000,충청북도,제천시,청풍면,1278,1291,91.75,14.0708446866485,13.9291553133515
4315033000,충청북도,제천시,수산면,2042,2084,88.89,23.444706941163236,22.972212847339406
4315034000,충청북도,제천시,덕산면,2233,2259,111.51,20.25827280064568,20.02510985561833
4315035000,충청북도,제천시,한수면,710,732,75.37,9.712087037282737,9.420193711025606
4315036000,충청북도,제천시,백운면,3274,3340,135.14,24.715110256030787,24.226727837797842
4315038000,충청북도,제천시,송학면,4628,4747,72.69,65.30471866831752,63.66762966020085
4315051000,충청북도,제천시,교동,18947,19143,3.75,5104.8,5052.533333333334
4315051800,충청북도,제천시,의림지동,9941,10124,12.24,827.124183006536,812.1732026143791
4315052800,충청북도,제천시,중앙동,6025,6254,0.97,6447.422680412371,6211.340206185567
4315053700,충청북도,제천시,남현동,4996,5206,0.85,6124.705882352941,5877.64705882353
4315054700,충청북도,제천시,영서동,10339,9499,10.89,872.2681359044994,949.4031221303948
4315056000,충청북도,제천시,용두동,17932,18099,15.39,1176.0233918128654,1165.172189733593
4315057700,충청북도,제천시,신백동,11256,11661,34.53,337.7063423110339,325.97741094700257
4315059000,충청북도,제천시,청전동,15863,16209,2.75,5894.181818181818,5768.363636363636
4315060500,충청북도,제천시,화산동,15394,15635,13.02,1200.8448540706606,1182.3348694316437
4372031500,충청북도,보은군,속리산면,1926,2008,92.15,21.790558871405317,20.90070537167661
4372032500,충청북도,보은군,장안면,1510,1605,29.86,53.75083724045546,50.56932350971199
4372033000,충청북도,보은군,마로면,2248,2324,68.46,33.946830265848675,32.83669295939235
4372034000,충청북도,보은군,탄부면,1698,1768,31.61,55.931667193925975,53.71717810819361
4372035000,충청북도,보은군,삼승면,2364,2401,28.28,84.9009900990099,83.5926449787836
4372036000,충청북도,보은군,수한면,1959,1995,48.73,40.93987276831521,40.20110814693208
4372037000,충청북도,보은군,회남면,781,777,46.45,16.72766415500538,16.81377825618945
4372038500,충청북도,보은군,회인면,1821,1871,54.04,34.62250185048113,33.697261287934865
4372039000,충청북도,보은군,내북면,1722,1796,63.45,28.30575256107171,27.13947990543735
4372040000,충청북도,보은군,산외면,1803,1850,58.69,31.521553927415233,30.7207360708809
4373025000,충청북도,옥천군,옥천읍,29137,29393,47.6,617.5,612.1218487394958
4373031000,충청북도,옥천군,동이면,3235,3261,60.19,54.178434955972754,53.746469513208176
4373032000,충청북도,옥천군,안남면,1431,1451,31.78,45.65764631843927,45.02831969792322
4373033000,충청북도,옥천군,안내면,1943,1987,64.32,30.892412935323385,30.208333333333336
4373034000,충청북도,옥천군,청성면,2345,2387,82.9,28.79372738238842,28.287092882991555
4373035000,충청북도,옥천군,청산면,3070,3132,72.48,43.211920529801326,42.35651214128035
4373036000,충청북도,옥천군,이원면,4252,4382,66.33,66.06362128750189,64.10372380521635
4373037000,충청북도,옥천군,군서면,2300,2306,45.94,50.19590770570309,50.0653025685677
4373038000,충청북도,옥천군,군북면,3065,3072,65.59,46.83640798902272,46.72968440311023
4374025000,충청북도,영동군,영동읍,21274,21900,100.51,217.88876728683712,211.66053129041885
4374031000,충청북도,영동군,용산면,3395,3440,66.89,51.42771714755569,50.75497084766034
4374032000,충청북도,영동군,황간면,4356,4475,90.3,49.55703211517165,48.23920265780731
4374033500,충청북도,영동군,추풍령면,2278,2365,55.22,42.82868525896414,41.25316914161536
4374034000,충청북도,영동군,매곡면,1940,1992,45.19,44.080548793980974,42.929851737109985
4374035000,충청북도,영동군,상촌면,2393,2434,137.59,17.69023911621484,17.392252343920344
4374036000,충청북도,영동군,양강면,3296,3355,82.0,40.91463414634146,40.19512195121951
4374037000,충청북도,영동군,용화면,981,995,59.39,16.753662232699106,16.517932311837008
4374038000,충청북도,영동군,학산면,2848,2899,73.5,39.4421768707483,38.74829931972789
4374039000,충청북도,영동군,양산면,1871,1910,57.12,33.438375350140056,32.75560224089636
4374040000,충청북도,영동군,심천면,3331,3414,77.82,43.870470316114115,42.80390645078386
4374525000,충청북도,증평군,증평읍,35394,35355,55.4,638.1768953068593,638.8808664259928
4374531000,충청북도,증평군,도안면,1926,2023,26.43,76.54180855088914,72.8717366628831
4375025000,충청북도,진천군,진천읍,30113,30108,78.0,386.0,386.06410256410254
4375033000,충청북도,진천군,문백면,3590,3669,59.88,61.27254509018036,59.95323981295925
4375034000,충청북도,진천군,백곡면,2094,2106,80.09,26.295417655137967,26.145586215507553
4375035000,충청북도,진천군,이월면,6263,6492,55.21,117.58739358811809,113.4395942763992
4375037000,충청북도,진천군,광혜원면,10647,11049,29.87,369.90291262135923,356.4445932373619
4376025000,충청북도,괴산군,괴산읍,10123,10170,49.62,204.95767835550183,204.01047964530431
4376031000,충청북도,괴산군,감물면,2049,2101,42.77,49.12321720832359,47.90741173719897
4376032000,충청북도,괴산군,장연면,1894,1967,61.37,32.0514909564934,30.861984683069906
4376033000,충청북도,괴산군,연풍면,2312,2387,93.26,25.595110443920223,24.790907141325327
4376034000,충청북도,괴산군,칠성면,3119,3189,101.49,31.421814957138636,30.73209183170756
4376035000,충청북도,괴산군,문광면,2168,2165,56.02,38.646911817208135,38.700464119957154
4376036000,충청북도,괴산군,청천면,5055,5092,208.94,24.37063271752656,24.193548387096776
4376037000,충청북도,괴산군,청안면,3400,3397,70.88,47.926072234762984,47.96839729119639
4376039000,충청북도,괴산군,사리면,2761,2785,50.62,55.017779533781116,54.543658632951406
4376040000,충청북도,괴산군,소수면,2065,2062,46.55,44.296455424274974,44.360902255639104
4376041000,충청북도,괴산군,불정면,2748,2818,60.54,46.54773703336637,45.39147670961348
4377025000,충청북도,음성군,음성읍,17189,17643,86.42,204.15413098819718,198.90071742652162
4377025300,충청북도,음성군,금왕읍,20523,20747,71.33,290.8593859526146,287.7190522921632
4377031000,충청북도,음성군,소이면,2952,3008,48.9,61.513292433537835,60.3680981595092
4377032000,충청북도,음성군,원남면,3078,3059,64.77,47.22865524162421,47.5220009263548
4377033000,충청북도,음성군,맹동면,13140,13030,34.69,375.61256846353416,378.78351109829924
4377034000,충청북도,음성군,대소면,15713,15573,38.17,407.9905685093005,411.65837044799576
4377035000,충청북도,음성군,삼성면,7115,7238,50.59,143.071753310931,140.640442775252
4377036000,충청북도,음성군,생극면,4600,4651,56.04,82.994289793005,82.08422555317631
4377037000,충청북도,음성군,감곡면,10151,10426,69.48,150.05757052389177,146.09959700633274
4380025000,충청북도,단양군,단양읍,10754,10987,75.6,145.33068783068785,142.24867724867727
4380025300,충청북도,단양군,매포읍,5513,5708,65.89,86.62923053574139,83.66975261799969
4380031000,충청북도,단양군,대강면,2496,2520,134.36,18.755582018457872,18.576957427805894
4380032000,충청북도,단양군,가곡면,2099,2163,104.49,20.70054550674706,20.088046703033783
4380033000,충청북도,단양군,영춘면,3346,3387,181.68,18.642668428005283,18.416996917657418
4380034000,충청북도,단양군,어상천면,1947,1947,73.32,26.554828150572835,26.554828150572835
4380035000,충청북도,단양군,적성면,1546,1557,72.27,21.544209215442095,21.392002213920023
4380036000,충청북도,단양군,단성면,1750,1823,73.05,24.955509924709105,23.956194387405887
4415025000,충청남도,공주시,유구읍,7568,7847,101.55,77.27227966518956,74.52486459871984
4415031000,충청남도,공주시,이인면,3375,3451,92.94,37.131482676995915,36.313750806972244
4415032000,충청남도,공주시,탄천면,2980,3106,64.5,48.15503875968992,46.201550387596896
4415033000,충청남도,공주시,계룡면,5676,5806,84.13,69.01224295732794,67.46701533341258
4415034000,충청남도,공주시,반포면,4276,4368,60.0,72.8,71.26666666666667
4415036000,충청남도,공주시,의당면,4701,4797,51.3,93.50877192982456,91.6374269005848
4415037000,충청남도,공주시,정안면,4721,4827,103.982,46.42149602815872,45.40208882306553
4415038000,충청남도,공주시,우성면,5341,5496,79.53,69.10599773670313,67.15704765497297
4415039000,충청남도,공주시,사곡면,2998,3069,80.13,38.30026207412954,37.41420192187695
4415040000,충청남도,공주시,신풍면,3270,3349,80.61,41.54571393127404,40.56568663937477
4415054000,충청남도,공주시,웅진동,8332,8513,6.61,1287.897125567322,1260.5143721633888
4415055000,충청남도,공주시,금학동,5475,5521,29.99,184.09469823274426,182.56085361787262
4415056000,충청남도,공주시,옥룡동,8102,8386,20.41,410.8770210681039,396.9622733953944
4415057000,충청남도,공주시,신관동,19598,19747,9.09,2172.3872387238725,2155.995599559956
4415059000,충청남도,공주시,월송동,14577,13897,28.63,485.39993014320646,509.15123995808597
4418025000,충청남도,보령시,웅천읍,6382,6558,62.1,105.60386473429952,102.76972624798711
4418031000,충청남도,보령시,주포면,1633,1672,13.34,125.33733133433283,122.41379310344827
4418032000,충청남도,보령시,오천면,2213,2271,21.1,107.6303317535545,104.88151658767772
4418033000,충청남도,보령시,천북면,3632,3724,55.17,67.50045314482509,65.83288018850824
4418034000,충청남도,보령시,청소면,2672,2756,38.45,71.67750325097529,69.4928478543563
4418035000,충청남도,보령시,청라면,3966,4078,69.82,58.40733314236609,56.803208249785165
4418036000,충청남도,보령시,남포면,5177,5365,49.44,108.5153721682848,104.71278317152104
4418038000,충청남도,보령시,주산면,2483,2571,40.93,62.814561446371854,60.664549230393355
4418039000,충청남도,보령시,미산면,1787,1853,65.53,28.277124980924768,27.26995269342286
4418040000,충청남도,보령시,성주면,2314,2419,39.79,60.79416938929379,58.15531540588088
4418041000,충청남도,보령시,주교면,5381,5516,36.32,151.87224669603523,148.15528634361235
4420025000,충청남도,아산시,염치읍,6622,6857,42.11,162.83543101401094,157.25480883400618
4420025300,충청남도,아산시,배방읍,73619,71582,49.7,1440.281690140845,1481.2676056338028
4420031000,충청남도,아산시,송악면,4256,4283,61.19,69.9950972381108,69.55384866808302
4420033000,충청남도,아산시,탕정면,20956,20645,24.3,849.5884773662551,862.3868312757202
4420035000,충청남도,아산시,음봉면,19825,19768,59.02,334.93730938664856,335.9030837004405
4420036000,충청남도,아산시,둔포면,21249,20674,41.22,501.55264434740417,515.5021834061135
4420037000,충청남도,아산시,영인면,5600,5778,56.28,102.66524520255864,99.50248756218905
4420038000,충청남도,아산시,인주면,6591,6809,44.98,151.37839039573146,146.53179190751447
4420039000,충청남도,아산시,선장면,3229,3323,37.66,88.23685608072226,85.740839086564
4420040000,충청남도,아산시,도고면,4529,4586,43.84,104.60766423357663,103.30748175182481
4420041000,충청남도,아산시,신창면,20178,20815,39.85,522.3337515683814,506.3488080301129
4421025000,충청남도,서산시,대산읍,13658,14113,105.03,134.37113205750737,130.0390364657717
4421031000,충청남도,서산시,인지면,7437,7539,35.48,212.48590755355133,209.6110484780158
4421032000,충청남도,서산시,부석면,5393,5482,123.85,44.26322163907953,43.544610415825595
4421033000,충청남도,서산시,팔봉면,3375,3412,51.36,66.43302180685359,65.71261682242991
4421034000,충청남도,서산시,지곡면,8100,8090,57.92,139.6754143646409,139.84806629834253
4421036000,충청남도,서산시,성연면,14269,12465,43.93,283.74687002048717,324.8122012292283
4421037000,충청남도,서산시,음암면,9532,9763,43.95,222.13879408418657,216.88282138794082
4421038000,충청남도,서산시,운산면,5209,5358,82.67,64.81190274585703,63.00955606628765
4421039000,충청남도,서산시,해미면,7470,7735,68.27,113.30013182950051,109.41848542551634
4421040000,충청남도,서산시,고북면,6427,6557,71.76,91.37402452619843,89.56243032329988
4421051000,충청남도,서산시,부춘동,19624,19631,9.44,2079.555084745763,2078.813559322034
4423025000,충청남도,논산시,강경읍,8561,8974,7.011,1279.9885893595779,1221.0811581800028
4423025300,충청남도,논산시,연무읍,13942,14253,59.455,239.72752501892188,234.49667815995292
4423031000,충청남도,논산시,성동면,4217,4372,35.582,122.87111460850991,118.51497948400876
4423032000,충청남도,논산시,광석면,4351,4463,34.0,131.26470588235293,127.97058823529412
4423033000,충청남도,논산시,노성면,3073,3161,35.78,88.3454443823365,85.88596981553941
4423034000,충청남도,논산시,상월면,3673,3731,44.777,83.32402796078344,82.02872010183799
4423035000,충청남도,논산시,부적면,3625,3708,30.77,120.50698732531687,117.80955476113097
4423036000,충청남도,논산시,연산면,6182,6388,55.005,116.13489682756112,112.38978274702299
4423038000,충청남도,논산시,벌곡면,2489,2553,69.71,36.62315306268828,35.70506383589155
4423039000,충청남도,논산시,양촌면,6454,6657,77.209,86.22051833335492,83.59129117071843
4423040000,충청남도,논산시,가야곡면,3517,3635,45.295,80.25168340876476,77.64653935312948
4423041000,충청남도,논산시,은진면,4013,4103,22.526,182.14507680014205,178.14969368729467
4423042000,충청남도,논산시,채운면,2297,2439,19.755,123.46241457858771,116.27436092128576
4423051000,충청남도,논산시,취암동,34917,34419,10.457,3291.4793917949696,3339.1029932102897
4423052000,충청남도,논산시,부창동,16721,17149,7.546,2272.5947521865887,2215.87596077392
4425031000,충청남도,계룡시,두마면,6817,6960,12.58,553.2591414944357,541.8918918918919
4425031500,충청남도,계룡시,엄사면,18339,18947,17.91,1057.9006141820212,1023.9530988274706
4425033000,충청남도,계룡시,신도안면,8946,8792,27.37,321.22762148337597,326.8542199488491
4427025000,충청남도,당진시,합덕읍,9283,9507,51.38,185.03308680420398,180.6734137796808
4427025300,충청남도,당진시,송악읍,30403,30236,79.74,379.18234261349386,381.27664910960624
4427031000,충청남도,당진시,고대면,5524,5660,62.59,90.42978111519412,88.25691004952867
4427032000,충청남도,당진시,석문면,9671,9784,94.23,103.83105168205454,102.63185821925076
4427033000,충청남도,당진시,대호지면,2439,2491,65.84,37.83414337788578,37.04434993924666
4427034000,충청남도,당진시,정미면,3729,3751,49.58,75.65550625252118,75.21177894312223
4427035000,충청남도,당진시,면천면,3596,3613,39.24,92.07441386340469,91.64118246687053
4427036000,충청남도,당진시,순성면,5169,5229,44.38,117.82334384858044,116.47138350608381
4427037000,충청남도,당진시,우강면,5190,5361,38.86,137.95676788471437,133.55635615028308
4427038000,충청남도,당진시,신평면,16000,16407,53.77,305.13297377719914,297.56369722893805
4427039000,충청남도,당진시,송산면,12089,12038,62.52,192.54638515674984,193.3621241202815
4471025000,충청남도,금산군,금산읍,22941,23401,21.6,1083.3796296296296,1062.0833333333333
4471031000,충청남도,금산군,금성면,3348,3453,34.8,99.22413793103449,96.20689655172414
4471032000,충청남도,금산군,제원면,2856,2865,64.3,44.556765163297044,44.41679626749612
4471033000,충청남도,금산군,부리면,2531,2639,66.43,39.72602739726027,38.100255908475084
4471034000,충청남도,금산군,군북면,2588,2621,58.08,45.12741046831956,44.55922865013774
4471035000,충청남도,금산군,남일면,2888,2977,47.14,63.152312261349174,61.26431904963937
4471036000,충청남도,금산군,남이면,2156,2204,98.19,22.44627762501273,21.957429473469805
4471037000,충청남도,금산군,진산면,3269,3326,80.52,41.30650769995032,40.598609041231995
4471038000,충청남도,금산군,복수면,3093,3195,56.25,56.8,54.986666666666665
4471039000,충청남도,금산군,추부면,6111,6276,49.08,127.87286063569682,124.51100244498778
4476031000,충청남도,부여군,규암면,12020,11764,46.58,252.55474452554745,258.05066552168313
4476032000,충청남도,부여군,은산면,3823,3923,69.45,56.48668106551476,55.046796256299494
4476033000,충청남도,부여군,외산면,2385,2426,56.02,43.30596215637272,42.574080685469475
4476034000,충청남도,부여군,내산면,1566,1595,40.45,39.431396786155744,38.71446229913473
4476035000,충청남도,부여군,구룡면,2447,2469,21.86,112.94602012808784,111.93961573650503
4476036000,충청남도,부여군,홍산면,2899,2965,23.9,124.05857740585775,121.29707112970712
4476037000,충청남도,부여군,옥산면,1436,1483,62.95,23.558379666401905,22.811755361397935
4476038000,충청남도,부여군,남면,1896,1952,20.99,92.99666507860887,90.32872796569796
4476039000,충청남도,부여군,충화면,1160,1198,37.1,32.291105121293796,31.266846361185983
4476040000,충청남도,부여군,양화면,1753,1778,32.77,54.25694232529752,53.49404943545925
4476041000,충청남도,부여군,임천면,2952,2971,43.15,68.85283893395133,68.41251448435689
4476042000,충청남도,부여군,장암면,2787,2891,47.69,60.620675193961,58.439924512476416
4476043000,충청남도,부여군,세도면,3213,3323,41.92,79.27003816793892,76.64599236641222
4476044000,충청남도,부여군,석성면,3003,3139,30.58,102.648790058862,98.20143884892087
4476045000,충청남도,부여군,초촌면,2171,2244,27.97,80.22881658920272,77.61887736860923
4477025000,충청남도,서천군,장항읍,11192,11470,18.8,610.1063829787233,595.3191489361702
4477025300,충청남도,서천군,서천읍,13798,13839,27.75,498.7027027027027,497.22522522522524
4477031000,충청남도,서천군,마서면,5035,5157,38.15,135.17693315858455,131.97903014416775
4477032000,충청남도,서천군,화양면,2301,2387,31.58,75.58581380620646,72.86257124762508
4477033000,충청남도,서천군,기산면,1701,1764,20.98,84.08007626310771,81.07721639656816
4477034000,충청남도,서천군,한산면,2578,2650,25.02,105.91526778577139,103.03756994404476
4477035000,충청남도,서천군,마산면,1527,1549,26.36,58.76327769347496,57.928679817905916
4477036000,충청남도,서천군,시초면,1288,1317,18.39,71.61500815660685,70.03806416530723
4477037000,충청남도,서천군,문산면,1281,1311,28.19,46.50585313941114,45.44164597374955
4477038000,충청남도,서천군,판교면,2140,2238,40.03,55.90806894828878,53.4599050711966
4477039000,충청남도,서천군,종천면,2065,2121,26.06,81.38910207214121,79.24021488871834
4477040000,충청남도,서천군,비인면,3019,3108,31.33,99.2020427705075,96.3613150335142
4477041000,충청남도,서천군,서면,4449,4551,25.35,179.5266272189349,175.50295857988164
4479025000,충청남도,청양군,청양읍,10043,10218,36.1,283.04709141274236,278.19944598337946
4479031000,충청남도,청양군,운곡면,2183,2226,47.0,47.361702127659576,46.4468085106383
4479032000,충청남도,청양군,대치면,2270,2273,74.4,30.5510752688172,30.51075268817204
4479033000,충청남도,청양군,정산면,3569,3635,62.06,58.57234933934902,57.50886239123429
4479035000,충청남도,청양군,청남면,1960,2000,36.09,55.417013022998056,54.308672762538095
4479036000,충청남도,청양군,장평면,2385,2400,50.72,47.31861198738171,47.02287066246057
4479037000,충청남도,청양군,남양면,2788,2828,58.9,48.01358234295416,47.33446519524618
4479038000,충청남도,청양군,화성면,2218,2277,42.5,53.576470588235296,52.188235294117646
4479039000,충청남도,청양군,비봉면,2168,2207,38.03,58.033131738101496,57.00762555876939
4480025000,충청남도,홍성군,홍성읍,38487,39339,30.49,1290.2263037061332,1262.2827156444737
4480025300,충청남도,홍성군,광천읍,8625,8977,35.04,256.1929223744292,246.14726027397262
4480025600,충청남도,홍성군,홍북읍,28202,27462,44.67,614.7750167897918,631.340944705619
4480032000,충청남도,홍성군,금마면,3493,3526,34.17,103.1899326894937,102.2241732513901
4480033000,충청남도,홍성군,홍동면,3452,3508,37.98,92.36440231700897,90.8899420747762
4480034000,충청남도,홍성군,장곡면,2972,3019,54.91,54.980877800036424,54.124931706428704
4480036000,충청남도,홍성군,결성면,2133,2211,27.97,79.0489810511262,76.26027887021809
4480037000,충청남도,홍성군,서부면,3266,3356,55.49,60.47936565146873,58.85745179311588
4480038000,충청남도,홍성군,갈산면,3543,3637,54.35,66.918123275069,65.18859245630175
4480039000,충청남도,홍성군,구항면,3441,3570,36.8,97.0108695652174,93.5054347826087
4481025000,충청남도,예산군,예산읍,33868,34742,42.8,811.7289719626169,791.3084112149534
4481025300,충청남도,예산군,삽교읍,9616,9069,49.6,182.84274193548387,193.8709677419355
4481031000,충청남도,예산군,대술면,2541,2577,60.7,42.45469522240527,41.86161449752883
4481032000,충청남도,예산군,신양면,3135,3221,61.7,52.20421393841167,50.810372771474874
4481033000,충청남도,예산군,광시면,3231,3310,58.0,57.06896551724138,55.706896551724135
4481034000,충청남도,예산군,대흥면,1762,1767,35.8,49.357541899441344,49.217877094972074
4481035000,충청남도,예산군,응봉면,2542,2596,26.3,98.70722433460075,96.65399239543726
4481036000,충청남도,예산군,덕산면,6735,6852,59.7,114.77386934673366,112.81407035175879
4481037000,충청남도,예산군,봉산면,2540,2560,35.2,72.72727272727272,72.1590909090909
4481038000,충청남도,예산군,고덕면,4601,4693,44.9,104.52115812917594,102.47216035634744
4481039000,충청남도,예산군,신암면,3614,3744,35.9,104.28969359331477,100.66852367688023
4481040000,충청남도,예산군,오가면,4541,4660,32.3,144.27244582043346,140.58823529411765
4482525000,충청남도,태안군,태안읍,29359,29242,87.63,333.6985050781696,335.0336642702271
4482525300,충청남도,태안군,안면읍,8666,8924,90.99,98.07671172656336,95.24123530058249
4482531000,충청남도,태안군,고남면,2385,2463,28.23,87.24760892667375,84.4845908607864
4482532000,충청남도,태안군,남면,4402,4629,60.65,76.32316570486398,72.58037922506183
4482533000,충청남도,태안군,근흥면,5405,5515,52.97,104.11553709646971,102.03888993770059
4482534000,충청남도,태안군,소원면,5358,5413,69.36,78.04209919261822,77.24913494809688
4482535000,충청남도,태안군,원북면,4409,4544,74.14,61.289452387375235,59.46857297005665
4482536000,충청남도,태안군,이원면,2299,2332,40.95,56.947496947496944,56.14163614163614
4513025000,전라북도,군산시,옥구읍,3259,3322,38.11,87.16872212017843,85.51561270007872
4513031000,전라북도,군산시,옥산면,4782,4453,16.73,266.1685594739988,285.833831440526
4513032000,전라북도,군산시,회현면,3489,3567,39.9,89.3984962406015,87.44360902255639
4513033000,전라북도,군산시,임피면,2729,2827,21.98,128.6169244767971,124.15832575068244
4513034000,전라북도,군산시,서수면,2622,2743,24.23,113.20676846884028,108.21295914156005
4513035000,전라북도,군산시,대야면,5159,5278,37.86,139.40834653988378,136.2651875330164
4513036000,전라북도,군산시,개정면,3085,3180,16.84,188.83610451306413,183.19477434679334
4513037000,전라북도,군산시,성산면,2987,3071,27.4,112.08029197080293,109.014598540146
4513038000,전라북도,군산시,나포면,2258,2320,31.08,74.64607464607465,72.65122265122265
4513039000,전라북도,군산시,옥도면,3574,3722,23.513,158.29541104920682,152.00102071194658
4513040000,전라북도,군산시,옥서면,3133,3257,20.92,155.68833652007646,149.76099426386233
4513051500,전라북도,군산시,해신동,2457,2537,2.01,1262.1890547263683,1222.3880597014927
4513053000,전라북도,군산시,월명동,5910,6190,1.14,5429.8245614035095,5184.21052631579
4513055000,전라북도,군산시,신풍동,7468,7689,1.22,6302.459016393443,6121.311475409836
4513056000,전라북도,군산시,삼학동,5900,6110,0.57,10719.298245614036,10350.877192982458
4513060500,전라북도,군산시,중앙동,2900,3050,0.66,4621.212121212121,4393.939393939394
4513064000,전라북도,군산시,흥남동,13015,11493,0.97,11848.453608247422,13417.525773195877
4513065000,전라북도,군산시,조촌동,21254,21073,3.11,6775.884244372991,6834.083601286174
4513066000,전라북도,군산시,경암동,7672,7870,1.23,6398.373983739837,6237.3983739837395
4513067000,전라북도,군산시,구암동,5548,5714,5.64,1013.1205673758866,983.6879432624114
4513068000,전라북도,군산시,개정동,2960,3056,5.11,598.0430528375733,579.2563600782778
4513071000,전라북도,군산시,소룡동,17067,17473,30.87,566.018788467768,552.8668610301263
4513072000,전라북도,군산시,미성동,12819,13349,26.8,498.0970149253731,478.32089552238807
4514025000,전라북도,익산시,함열읍,7081,7294,18.95,384.9076517150396,373.6675461741425
4514031000,전라북도,익산시,오산면,8040,8244,29.57,278.79607710517416,271.897193101116
4514032000,전라북도,익산시,황등면,7382,7566,27.8,272.158273381295,265.53956834532374
4514033000,전라북도,익산시,함라면,2331,2358,22.8,103.42105263157895,102.23684210526315
4514034000,전라북도,익산시,웅포면,1611,1665,33.04,50.393462469733656,48.7590799031477
4514035000,전라북도,익산시,성당면,1971,2036,19.38,105.05675954592364,101.70278637770899
4514036000,전라북도,익산시,용안면,2687,2757,25.58,107.77951524628617,105.0430023455825
4514037000,전라북도,익산시,낭산면,3162,3240,34.9,92.83667621776505,90.60171919770774
4514038000,전라북도,익산시,망성면,3038,3110,31.89,97.52273439949828,95.26497334587644
4514039000,전라북도,익산시,여산면,3412,3478,36.3,95.81267217630855,93.99449035812673
4514040000,전라북도,익산시,금마면,5418,5128,28.4,180.56338028169014,190.77464788732397
4514041000,전라북도,익산시,왕궁면,4494,4676,45.7,102.31947483588621,98.33698030634572
4514042000,전라북도,익산시,춘포면,4606,4717,29.6,159.3581081081081,155.6081081081081
4514043000,전라북도,익산시,삼기면,2659,2730,23.3,117.16738197424893,114.12017167381974
4514044000,전라북도,익산시,용동면,1603,1657,16.7,99.22155688622755,95.98802395209582
4514052000,전라북도,익산시,중앙동,3542,3639,16.7,217.90419161676647,212.09580838323353
4514053000,전라북도,익산시,평화동,4961,5044,6.8,741.7647058823529,729.5588235294118
4514056000,전라북도,익산시,인화동,7239,7523,2.2,3419.545454545454,3290.454545454545
4514059500,전라북도,익산시,남중동,11911,12451,1.7,7324.117647058823,7006.470588235295
