행정동코드,시도명,시군구명,읍면동명,면적(km^2),2020인구수,2019인구수,인구밀도
2714068500,대구광역시,동구,해안동,182145.98200000002,15537,15836,0.08694125352707477
2714068500,대구광역시,동구,해안동,7194.831,15537,15836,2.201024596686149
2714068500,대구광역시,동구,해안동,49312.364,15537,15836,0.3211365003713876
2714068500,대구광역시,동구,해안동,136679.755,15537,15836,0.11586207481861523
2714068500,대구광역시,동구,해안동,36074.686,15537,15836,0.43897817987937576
2714076000,대구광역시,동구,공산동,9865.235,15476,14927,1.51309117319557
2714076000,대구광역시,동구,공산동,182145.98200000002,15476,14927,0.08195075090923498
2714076000,대구광역시,동구,공산동,7194.831,15476,14927,2.074683894590436
2714076000,대구광역시,동구,공산동,49312.364,15476,14927,0.3027029894571674
2714076000,대구광역시,동구,공산동,136679.755,15476,14927,0.1092114922213608
2714076000,대구광역시,동구,공산동,36074.686,15476,14927,0.4137804553586412
2814000000,인천광역시,동구,,9865.235,63866,65257,6.614844958077532
2814000000,인천광역시,동구,,182145.98200000002,63866,65257,0.3582675790235109
2814000000,인천광역시,동구,,7194.831,63866,65257,9.069983714697399
2814000000,인천광역시,동구,,49312.364,63866,65257,1.3233395178539809
2814000000,인천광역시,동구,,136679.755,63866,65257,0.47744451985592157
2814000000,인천광역시,동구,,36074.686,63866,65257,1.8089415941139446
2814051000,인천광역시,동구,만석동,9865.235,7252,7477,0.7579140284037835
2814051000,인천광역시,동구,만석동,182145.98200000002,7252,7477,0.041049491830129965
2814051000,인천광역시,동구,만석동,7194.831,7252,7477,1.0392182943560453
2814051000,인천광역시,동구,만석동,49312.364,7252,7477,0.1516252597421612
2814051000,인천광역시,동구,만석동,136679.755,7252,7477,0.054704517139352496
2814051000,인천광역시,동구,만석동,36074.686,7252,7477,0.20726445131081667
2814064000,인천광역시,동구,금창동,9865.235,3161,3249,0.32933832797698176
2814064000,인천광역시,동구,금창동,182145.98200000002,3161,3249,0.017837341040001637
2814064000,인천광역시,동구,금창동,7194.831,3161,3249,0.4515741926391322
2814064000,인천광역시,동구,금창동,49312.364,3161,3249,0.06588611326765839
2814064000,인천광역시,동구,금창동,136679.755,3161,3249,0.023770894233751002
2814064000,인천광역시,동구,금창동,36074.686,3161,3249,0.09006315398005127
2911000000,광주광역시,동구,,9865.235,98622,94653,9.594601649124424
2911000000,광주광역시,동구,,182145.98200000002,98622,94653,0.5196546141764466
2911000000,광주광역시,동구,,7194.831,98622,94653,13.15569469248131
2911000000,광주광역시,동구,,49312.364,98622,94653,1.919457765196574
2911000000,광주광역시,동구,,136679.755,98622,94653,0.6925166056962861
2911000000,광주광역시,동구,,36074.686,98622,94653,2.6238066216293605
2911052500,광주광역시,동구,충장동,9865.235,4489,4498,0.4559445365467725
2911052500,광주광역시,동구,충장동,182145.98200000002,4489,4498,0.024694478300377767
2911052500,광주광역시,동구,충장동,7194.831,4489,4498,0.6251710429334615
2911052500,광주광역시,동구,충장동,49312.364,4489,4498,0.09121444674605338
2911052500,광주광역시,동구,충장동,136679.755,4489,4498,0.0329090434790434
2911052500,광주광역시,동구,충장동,36074.686,4489,4498,0.12468576996068656
2911054500,광주광역시,동구,동명동,9865.235,3775,4002,0.4056669709337892
2911054500,광주광역시,동구,동명동,182145.98200000002,3775,4002,0.02197138776303064
2911054500,광주광역시,동구,동명동,7194.831,3775,4002,0.5562326620319504
2911054500,광주광역시,동구,동명동,49312.364,3775,4002,0.08115611735831606
2911054500,광주광역시,동구,동명동,136679.755,3775,4002,0.02928012272190567
2911054500,광주광역시,동구,동명동,36074.686,3775,4002,0.11093651653683138
2911065500,광주광역시,동구,서남동,9865.235,3178,3248,0.3292369619172782
2911065500,광주광역시,동구,서남동,182145.98200000002,3178,3248,0.017831850938111824
2911065500,광주광역시,동구,서남동,7194.831,3178,3248,0.4514352039679598
2911065500,광주광역시,동구,서남동,49312.364,3178,3248,0.06586583437776376
2911065500,광주광역시,동구,서남동,136679.755,3178,3248,0.023763577861256775
2911065500,광주광역시,동구,서남동,36074.686,3178,3248,0.09003543371105156
2911068500,광주광역시,동구,학동,9865.235,8409,9579,0.9709854859007413
2911068500,광주광역시,동구,학동,182145.98200000002,8409,9579,0.05258968600251637
2911068500,광주광역시,동구,학동,7194.831,8409,9579,1.331372481160433
2911068500,광주광역시,동구,학동,49312.364,8409,9579,0.19425148630067704
2911068500,광주광역시,동구,학동,136679.755,8409,9579,0.07008353212222249
2911068500,광주광역시,동구,학동,36074.686,8409,9579,0.26553245674820286
2911071000,광주광역시,동구,학운동,9865.235,12193,12490,1.2660620856979077
2911071000,광주광역시,동구,학운동,182145.98200000002,12193,12490,0.0685713726037613
2911071000,광주광역시,동구,학운동,7194.831,12193,12490,1.7359685029432936
2911071000,광주광역시,동구,학운동,49312.364,12193,12490,0.25328333478394993
2911071000,광주광역시,동구,학운동,136679.755,12193,12490,0.09138149245292398
2911071000,광주광역시,동구,학운동,36074.686,12193,12490,0.34622615980635285
3011000000,대전광역시,동구,,9865.235,225094,229513,23.264828460751314
3011000000,대전광역시,동구,,182145.98200000002,225094,229513,1.2600497550365946
3011000000,대전광역시,동구,,7194.831,225094,229513,31.899706886791364
3011000000,대전광역시,동구,,49312.364,225094,229513,4.654268856386605
3011000000,대전광역시,동구,,136679.755,225094,229513,1.6792026002680498
3011000000,대전광역시,동구,,36074.686,225094,229513,6.36216209892998
3011051500,대전광역시,동구,중앙동,9865.235,5033,5314,0.5386592412649065
3011051500,대전광역시,동구,중앙동,182145.98200000002,5033,5314,0.029174401442464977
3011051500,대전광역시,동구,중앙동,7194.831,5033,5314,0.7385857986101411
3011051500,대전광역시,동구,중앙동,49312.364,5033,5314,0.10776202090007285
3011051500,대전광역시,동구,중앙동,136679.755,5033,5314,0.038879203434334514
3011051500,대전광역시,동구,중앙동,36074.686,5033,5314,0.1473055094644483
3011053000,대전광역시,동구,효동,9865.235,26167,27340,2.771348072296301
3011053000,대전광역시,동구,효동,182145.98200000002,26167,27340,0.1500993856674807
3011053000,대전광역시,동구,효동,7194.831,26167,27340,3.7999502698534546
3011053000,대전광역시,동구,효동,49312.364,26167,27340,0.5544248497192307
3011053000,대전광역시,동구,효동,136679.755,26167,27340,0.20002962399222912
3011053000,대전광역시,동구,효동,36074.686,26167,27340,0.7578721544520165
3011054500,대전광역시,동구,신인동,9865.235,12549,12520,1.2691030674890156
3011054500,대전광역시,동구,신인동,182145.98200000002,12549,12520,0.06873607566045568
3011054500,대전광역시,동구,신인동,7194.831,12549,12520,1.7401381630784656
3011054500,대전광역시,동구,신인동,49312.364,12549,12520,0.2538917014807889
3011054500,대전광역시,동구,신인동,136679.755,12549,12520,0.09160098362775086
3011054500,대전광역시,동구,신인동,36074.686,12549,12520,0.34705776787634407
3011056000,대전광역시,동구,용운동,9865.235,16863,17030,1.7262639967522313
3011056000,대전광역시,동구,용운동,182145.98200000002,16863,17030,0.09349643518351121
3011056000,대전광역시,동구,용운동,7194.831,16863,17030,2.366977070065996
3011056000,대전광역시,동구,용운동,49312.364,16863,17030,0.3453494949055778
3011056000,대전광역시,동구,용운동,136679.755,16863,17030,0.12459782357672503
3011056000,대전광역시,동구,용운동,36074.686,16863,17030,0.47207618106502713
3011058500,대전광역시,동구,대동,9865.235,15478,15507,1.5718834878236554
3011058500,대전광역시,동구,대동,182145.98200000002,15478,15507,0.08513501000532638
3011058500,대전광역시,동구,대동,7194.831,15478,15507,2.1552973238704287
3011058500,대전광역시,동구,대동,49312.364,15478,15507,0.31446474559605375
3011058500,대전광역시,동구,대동,136679.755,15478,15507,0.1134549882680138
3011058500,대전광역시,동구,대동,36074.686,15478,15507,0.42985821137847186
3011059000,대전광역시,동구,자양동,9865.235,10603,10927,1.107626934381188
3011059000,대전광역시,동구,자양동,182145.98200000002,10603,10927,0.05999034334998397
3011059000,대전광역시,동구,자양동,7194.831,10603,10927,1.5187292099008303
3011059000,대전광역시,동구,자양동,49312.364,10603,10927,0.22158742987864058
3011059000,대전광역시,동구,자양동,136679.755,10603,10927,0.07994600224444359
3011059000,대전광역시,동구,자양동,36074.686,10603,10927,0.30289937935980926
3011064000,대전광역시,동구,용전동,9865.235,20867,20820,2.1104413630288583
3011064000,대전광역시,동구,용전동,182145.98200000002,20867,20820,0.11430392134590155
3011064000,대전광역시,동구,용전동,7194.831,20867,20820,2.893744133809397
3011064000,대전광역시,동구,용전동,49312.364,20867,20820,0.422206487606232
3011064000,대전광역시,동구,용전동,136679.755,20867,20820,0.1523268753298541
3011064000,대전광역시,동구,용전동,36074.686,20867,20820,0.5771360005739204
3011066500,대전광역시,동구,성남동,9865.235,12599,12838,1.301337474474759
3011066500,대전광역시,동구,성남동,182145.98200000002,12599,12838,0.07048192806141614
3011066500,대전광역시,동구,성남동,7194.831,12599,12838,1.7843365605112893
3011066500,대전광역시,동구,성남동,49312.364,12599,12838,0.26034038846728175
3011066500,대전광역시,동구,성남동,136679.755,12599,12838,0.09392759008091578
3011066500,대전광역시,동구,성남동,36074.686,12599,12838,0.3558728134182512
3011067000,대전광역시,동구,홍도동,9865.235,11206,11610,1.1768599531587438
3011067000,대전광역시,동구,홍도동,182145.98200000002,11206,11610,0.06374008294072607
3011067000,대전광역시,동구,홍도동,7194.831,11206,11610,1.6136584723115803
3011067000,대전광역시,동구,홍도동,49312.364,11206,11610,0.23543791167667402
3011067000,대전광역시,동구,홍도동,136679.755,11206,11610,0.0849430846580022
3011067000,대전광역시,동구,홍도동,36074.686,11206,11610,0.3218323230866098
3011069500,대전광역시,동구,삼성동,9865.235,14872,15155,1.5362026348079898
3011069500,대전광역시,동구,삼성동,182145.98200000002,14872,15155,0.08320249414011228
3011069500,대전광역시,동구,삼성동,7194.831,14872,15155,2.106373311617743
3011069500,대전광역시,동구,삼성동,49312.364,14872,15155,0.3073265763531434
3011069500,대전광역시,동구,삼성동,136679.755,14872,15155,0.11087962515004508
3011069500,대전광역시,동구,삼성동,36074.686,14872,15155,0.42010067669057466
3011072500,대전광역시,동구,대청동,9865.235,2567,2623,0.26588317460253097
3011072500,대전광역시,동구,대청동,182145.98200000002,2567,2623,0.014400537256978855
3011072500,대전광역시,동구,대청동,7194.831,2567,2623,0.36456728448520886
3011072500,대전광역시,동구,대청동,49312.364,2567,2623,0.05319152819361895
3011072500,대전광역시,동구,대청동,136679.755,2567,2623,0.01919084505236346
3011072500,대전광역시,동구,대청동,36074.686,2567,2623,0.07271026558623407
3011074000,대전광역시,동구,산내동,9865.235,21520,21846,2.2144429402847474
3011074000,대전광역시,동구,산내동,182145.98200000002,21520,21846,0.11993676588484943
3011074000,대전광역시,동구,산내동,7194.831,21520,21846,3.0363465104322813
3011074000,대전광역시,동구,산내동,49312.364,21520,21846,0.4430126286381241
3011074000,대전광역시,동구,산내동,136679.755,21520,21846,0.15983347350893334
3011074000,대전광역시,동구,산내동,36074.686,21520,21846,0.6055769965676209
3117000000,울산광역시,동구,,9865.235,158323,162298,16.451508757774143
3117000000,울산광역시,동구,,182145.98200000002,158323,162298,0.8910325565128304
3117000000,울산광역시,동구,,7194.831,158323,162298,22.557583353938405
3117000000,울산광역시,동구,,49312.364,158323,162298,3.2912232721189354
3117000000,울산광역시,동구,,136679.755,158323,162298,1.1874326230684273
3117000000,울산광역시,동구,,36074.686,158323,162298,4.498944218114608
3117051000,울산광역시,동구,방어동,9865.235,40538,41112,4.167361446534218
3117051000,울산광역시,동구,방어동,182145.98200000002,40538,41112,0.22570906889398196
3117051000,울산광역시,동구,방어동,7194.831,40538,41112,5.714102249239766
3117051000,울산광역시,동구,방어동,49312.364,40538,41112,0.8337057213480984
3117051000,울산광역시,동구,방어동,136679.755,40538,41112,0.3007907059827551
3117051000,울산광역시,동구,방어동,36074.686,40538,41112,1.139635699115995
3117052000,울산광역시,동구,일산동,9865.235,5858,6058,0.6140755896843816
3117052000,울산광역시,동구,일산동,182145.98200000002,5858,6058,0.03325903724848567
3117052000,울산광역시,동구,일산동,7194.831,5858,6058,0.8419933699624077
3117052000,울산광역시,동구,일산동,49312.364,5858,6058,0.12284951498167883
3117052000,울산광역시,동구,일산동,136679.755,5858,6058,0.04432258457004112
3117052000,울산광역시,동구,일산동,36074.686,5858,6058,0.16792938960023102
3117053000,울산광역시,동구,화정동,9865.235,20350,21143,2.1431826003131196
3117053000,울산광역시,동구,화정동,182145.98200000002,20350,21143,0.11607722425631106
3117053000,울산광역시,동구,화정동,7194.831,20350,21143,2.938637474598083
3117053000,울산광역시,동구,화정동,49312.364,20350,21143,0.428756569042198
3117053000,울산광역시,동구,화정동,136679.755,20350,21143,0.15469006364549015
3117053000,울산광역시,동구,화정동,36074.686,20350,21143,0.5860896474608261
3117054000,울산광역시,동구,대송동,9865.235,11968,12459,1.2629197378470962
3117054000,울산광역시,동구,대송동,182145.98200000002,11968,12459,0.06840117944517711
3117054000,울산광역시,동구,대송동,7194.831,11968,12459,1.7316598541369492
3117054000,울산광역시,동구,대송동,49312.364,11968,12459,0.25265468919721634
3117054000,울산광역시,동구,대송동,136679.755,11968,12459,0.09115468490560288
3117054000,울산광역시,동구,대송동,36074.686,11968,12459,0.3453668314673619
2620000000,부산광역시,영도구,,14199.595000000001,115645,119045,8.38368981650533
2620053000,부산광역시,영도구,남항동,14199.595000000001,10835,10875,0.7658669138098656
2620058500,부산광역시,영도구,신선동,14199.595000000001,9450,9940,0.7000199653581668
2623000000,부산광역시,부산진구,,29666.238,356978,359247,12.10962441547189
2623054000,부산광역시,부산진구,연지동,29666.238,20488,21165,0.7134372750599519
2623055000,부산광역시,부산진구,초읍동,29666.238,21347,20999,0.7078416885888935
2626000000,부산광역시,동래구,,16631.774,272570,267567,16.087700566397785
2626051000,부산광역시,동래구,수민동,16631.774,33043,31890,1.91741422171802
2626052000,부산광역시,동래구,복산동,16631.774,10544,11159,0.6709446629084787
2626054500,부산광역시,동래구,명륜동,16631.774,24898,24276,1.4596157932400957
2629000000,부산광역시,남구,,26818.105,271674,278497,10.384663644206032
2629000000,부산광역시,남구,,17431.532,271674,278497,15.97662213510551
2629000000,부산광역시,남구,,61018.238000000005,271674,278497,4.564159981151865
2629000000,부산광역시,남구,,73466.522,271674,278497,3.790801475534666
2629061000,부산광역시,남구,용당동,26818.105,8123,8377,0.3123636066008392
2629061000,부산광역시,남구,용당동,17431.532,8123,8377,0.48056590780431696
2629061000,부산광역시,남구,용당동,61018.238000000005,8123,8377,0.13728682234318204
2629061000,부산광역시,남구,용당동,73466.522,8123,8377,0.11402472543888767
2629064500,부산광역시,남구,우암동,26818.105,13735,14575,0.5434761330079064
2629064500,부산광역시,남구,우암동,17431.532,13735,14575,0.8361284596213345
2629064500,부산광역시,남구,우암동,61018.238000000005,13735,14575,0.23886301010527375
2629064500,부산광역시,남구,우암동,73466.522,13735,14575,0.19838968285445718
2720000000,대구광역시,남구,,26818.105,147905,149314,5.567656625999488
2720000000,대구광역시,남구,,17431.532,147905,149314,8.565741668603769
2720000000,대구광역시,남구,,61018.238000000005,147905,149314,2.4470388672973478
2720000000,대구광역시,남구,,73466.522,147905,149314,2.0324087208048316
2720051500,대구광역시,남구,이천동,26818.105,12678,13556,0.5054794140003553
2720051500,대구광역시,남구,이천동,17431.532,12678,13556,0.7776711765781689
2720051500,대구광역시,남구,이천동,61018.238000000005,12678,13556,0.22216308507630128
2720051500,대구광역시,남구,이천동,73466.522,12678,13556,0.18451941960720558
2915500000,광주광역시,남구,,26818.105,217543,217679,8.116867317806385
2915500000,광주광역시,남구,,17431.532,217543,217679,12.487657424487992
2915500000,광주광역시,남구,,61018.238000000005,217543,217679,3.5674415901685
2915500000,광주광역시,남구,,73466.522,217543,217679,2.962968629439134
2915551000,광주광역시,남구,양림동,26818.105,7527,7701,0.2871567547371449
2915551000,광주광역시,남구,양림동,17431.532,7527,7701,0.44178561012308043
2915551000,광주광역시,남구,양림동,61018.238000000005,7527,7701,0.12620816746625818
2915551000,광주광역시,남구,양림동,73466.522,7527,7701,0.10482325541421439
2915554500,광주광역시,남구,사직동,26818.105,5545,5739,0.21399722314458833
2915554500,광주광역시,남구,사직동,17431.532,5545,5739,0.3292309591606751
2915554500,광주광역시,남구,사직동,61018.238000000005,5545,5739,0.0940538466548313
2915554500,광주광역시,남구,사직동,73466.522,5545,5739,0.07811721371538455
2915560500,광주광역시,남구,월산동,26818.105,7842,8389,0.3128110655096622
2915560500,광주광역시,남구,월산동,17431.532,7842,8389,0.48125431545546316
2915560500,광주광역시,남구,월산동,61018.238000000005,7842,8389,0.13748348485579015
2915560500,광주광역시,남구,월산동,73466.522,7842,8389,0.11418806514346766
2915571000,광주광역시,남구,효덕동,26818.105,46992,48039,1.7912898767455792
2915571000,광주광역시,남구,효덕동,17431.532,46992,48039,2.755867929451066
2915571000,광주광역시,남구,효덕동,61018.238000000005,46992,48039,0.7872892035984388
2915571000,광주광역시,남구,효덕동,73466.522,46992,48039,0.6538896723598812
2915572000,광주광역시,남구,송암동,26818.105,19637,14407,0.5372117082843848
2915572000,광주광역시,남구,송암동,17431.532,19637,14407,0.8264907525052876
2915572000,광주광역시,남구,송암동,61018.238000000005,19637,14407,0.23610973492876014
2915572000,광주광역시,남구,송암동,73466.522,19637,14407,0.19610292699033718
2915573000,광주광역시,남구,대촌동,26818.105,5656,5837,0.21765147089997597
2915573000,광주광역시,남구,대촌동,17431.532,5656,5837,0.3348529549783691
2915573000,광주광역시,남구,대촌동,61018.238000000005,5656,5837,0.0956599238411309
2915573000,광주광역시,남구,대촌동,73466.522,5656,5837,0.07945115463612121
3114000000,울산광역시,남구,,26818.105,323230,327868,12.225621459830961
3114000000,울산광역시,남구,,17431.532,323230,327868,18.808903313833806
3114000000,울산광역시,남구,,61018.238000000005,323230,327868,5.373278723649804
3114000000,울산광역시,남구,,73466.522,323230,327868,4.462821855102927
3114056000,울산광역시,남구,달동,26818.105,27593,28407,1.0592471019111902
3114056000,울산광역시,남구,달동,17431.532,27593,28407,1.6296330121758662
3114056000,울산광역시,남구,달동,61018.238000000005,27593,28407,0.4655493329715617
3114056000,울산광역시,남구,달동,73466.522,27593,28407,0.38666591566700276
3114057000,울산광역시,남구,삼산동,26818.105,48892,49981,1.8637036434900975
3114057000,울산광역시,남구,삼산동,17431.532,48892,49981,2.8672752343282277
3114057000,울산광역시,남구,삼산동,61018.238000000005,48892,49981,0.8191157535555189
3114057000,울산광역시,남구,삼산동,73466.522,48892,49981,0.6803234812177443
3114058500,울산광역시,남구,삼호동,26818.105,21692,22783,0.8495380266428221
3114058500,울산광역시,남구,삼호동,17431.532,21692,22783,1.3069992930053422
3114058500,울산광역시,남구,삼호동,61018.238000000005,21692,22783,0.3733801687292248
3114058500,울산광역시,남구,삼호동,73466.522,21692,22783,0.3101140407871765
3114059500,울산광역시,남구,무거동,26818.105,32715,33769,1.2591866576702568
3114059500,울산광역시,남구,무거동,17431.532,32715,33769,1.9372364976296979
3114059500,울산광역시,남구,무거동,61018.238000000005,32715,33769,0.5534246990219547
3114059500,울산광역시,남구,무거동,73466.522,32715,33769,0.45965154033016564
3114060000,울산광역시,남구,옥동,26818.105,26614,24767,0.9235178995682208
3114060000,울산광역시,남구,옥동,17431.532,26614,24767,1.4208160246615158
3114060000,울산광역시,남구,옥동,61018.238000000005,26614,24767,0.40589503748043326
3114060000,울산광역시,남구,옥동,73466.522,26614,24767,0.3371195386110697
3114062500,울산광역시,남구,대현동,26818.105,30893,31486,1.1740576002666856
3114062500,울산광역시,남구,대현동,17431.532,30893,31486,1.8062669419991313
3114062500,울산광역시,남구,대현동,61018.238000000005,30893,31486,0.5160096559982607
3114062500,울산광역시,남구,대현동,73466.522,30893,31486,0.42857616153382083
3114063500,울산광역시,남구,수암동,26818.105,16920,15315,0.5710694323853233
3114063500,울산광역시,남구,수암동,17431.532,16920,15315,0.8785802647753508
3114063500,울산광역시,남구,수암동,61018.238000000005,16920,15315,0.2509905317161075
3114063500,울산광역시,남구,수암동,73466.522,16920,15315,0.20846229797022378
3114064000,울산광역시,남구,선암동,26818.105,14926,15680,0.5846796408620222
3114064000,울산광역시,남구,선암동,17431.532,14926,15680,0.8995193308310481
3114064000,울산광역시,남구,선암동,61018.238000000005,14926,15680,0.2569723498079377
3114064000,울산광역시,남구,선암동,73466.522,14926,15680,0.21343054731786543
3114067000,울산광역시,남구,야음장생포동,26818.105,10611,10832,0.4039062416975398
3114067000,울산광역시,남구,야음장생포동,17431.532,10611,10832,0.6214026397679792
3114067000,울산광역시,남구,야음장생포동,61018.238000000005,10611,10832,0.17752069471425902
3114067000,울산광역시,남구,야음장생포동,73466.522,10611,10832,0.1474413066675458
2632000000,부산광역시,북구,,39370.091,289059,293971,7.4668610748194615
2632000000,부산광역시,북구,,93983.908,289059,293971,3.1278865313836492
2632000000,부산광역시,북구,,120280.473,289059,293971,2.4440459258918943
2632000000,부산광역시,북구,,157357.088,289059,293971,1.8681776825966685
2632053000,부산광역시,북구,금곡동,39370.091,39757,41061,1.042949075225658
2632053000,부산광역시,북구,금곡동,93983.908,39757,41061,0.436893941460702
2632053000,부산광역시,북구,금곡동,120280.473,39757,41061,0.34137710782031927
2632053000,부산광역시,북구,금곡동,157357.088,39757,41061,0.2609415344544251
2723000000,대구광역시,북구,,39370.091,436863,437393,11.1097787404149
2723000000,대구광역시,북구,,93983.908,436863,437393,4.653913731699687
2723000000,대구광역시,북구,,120280.473,436863,437393,3.6364423009876257
2723000000,대구광역시,북구,,157357.088,436863,437393,2.7796205786421266
2723051000,대구광역시,북구,고성동,39370.091,4153,4952,0.12578076083187106
2723051000,대구광역시,북구,고성동,93983.908,4153,4952,0.052689871121341325
2723051000,대구광역시,북구,고성동,120280.473,4153,4952,0.041170440026453835
2723051000,대구광역시,북구,고성동,157357.088,4153,4952,0.03146982486101929
2723052600,대구광역시,북구,칠성동,39370.091,23645,23780,0.6040118119107217
2723052600,대구광역시,북구,칠성동,93983.908,23645,23780,0.25302203862388867
2723052600,대구광역시,북구,칠성동,120280.473,23645,23780,0.19770457670215513
2723052600,대구광역시,북구,칠성동,157357.088,23645,23780,0.15112125104907892
2723064500,대구광역시,북구,대현동,39370.091,18738,18916,0.4804662503828096
2723064500,대구광역시,북구,대현동,93983.908,18738,18916,0.20126849800712693
2723064500,대구광역시,북구,대현동,120280.473,18738,18916,0.1572657600041197
2723064500,대구광역시,북구,대현동,157357.088,18738,18916,0.12021066378655915
2723068000,대구광역시,북구,검단동,39370.091,7005,7275,0.18478494245796892
2723068000,대구광역시,북구,검단동,93983.908,7005,7275,0.07740686841836797
2723068000,대구광역시,북구,검단동,120280.473,7005,7275,0.06048363311640785
2723068000,대구광역시,북구,검단동,157357.088,7005,7275,0.04623242646686497
2723069500,대구광역시,북구,무태조야동,39370.091,30165,28594,0.7262873738341118
2723069500,대구광역시,북구,무태조야동,93983.908,30165,28594,0.3042435732721393
2723069500,대구광역시,북구,무태조야동,120280.473,30165,28594,0.23772769832722557
2723069500,대구광역시,북구,무태조야동,157357.088,30165,28594,0.18171408967608757
2723071500,대구광역시,북구,관문동,39370.091,37785,32310,0.820673744442196
2723071500,대구광역시,북구,관문동,93983.908,37785,32310,0.3437822568518858
2723071500,대구광역시,북구,관문동,120280.473,37785,32310,0.2686221561499845
2723071500,대구광역시,북구,관문동,157357.088,37785,32310,0.2053291682672725
2723074500,대구광역시,북구,구암동,39370.091,37110,37836,0.961034100733981
2723074500,대구광역시,북구,구암동,93983.908,37110,37836,0.40257955649173477
2723074500,대구광역시,북구,구암동,120280.473,37110,37836,0.31456477561407664
2723074500,대구광역시,북구,구암동,157357.088,37110,37836,0.2404467474639592
2723075000,대구광역시,북구,관음동,39370.091,17463,18068,0.45892705709011444
2723075000,대구광역시,북구,관음동,93983.908,17463,18068,0.19224567678117835
2723075000,대구광역시,북구,관음동,120280.473,17463,18068,0.15021557156663326
2723075000,대구광역시,북구,관음동,157357.088,17463,18068,0.1148216469282909
2723077000,대구광역시,북구,읍내동,39370.091,27397,27852,0.7074405797030034
2723077000,대구광역시,북구,읍내동,93983.908,27397,27852,0.2963486046994343
2723077000,대구광역시,북구,읍내동,120280.473,27397,27852,0.23155878344442493
2723077000,대구광역시,북구,읍내동,157357.088,27397,27852,0.17699869992510284
2723078000,대구광역시,북구,동천동,39370.091,29570,30148,0.7657589615426593
2723078000,대구광역시,북구,동천동,93983.908,29570,30148,0.3207783187734649
2723078000,대구광역시,북구,동천동,120280.473,29570,30148,0.25064750119497786
2723078000,대구광역시,북구,동천동,157357.088,29570,30148,0.19158971726777255
2723079000,대구광역시,북구,노원동,39370.091,12556,13525,0.3435348930232343
2723079000,대구광역시,북구,노원동,93983.908,12556,13525,0.14390761448225797
2723079000,대구광역시,북구,노원동,120280.473,12556,13525,0.11244551723703315
2723079000,대구광역시,북구,노원동,157357.088,12556,13525,0.0859510059057524
2723080000,대구광역시,북구,국우동,39370.091,24404,24818,0.630377003700601
2723080000,대구광역시,북구,국우동,93983.908,24404,24818,0.26406648253017956
2723080000,대구광역시,북구,국우동,120280.473,24404,24818,0.2063344064169086
2723080000,대구광역시,북구,국우동,157357.088,24404,24818,0.15771771272228932
2917000000,광주광역시,북구,,39370.091,433057,437617,11.11546833864316
2917000000,광주광역시,북구,,93983.908,433057,437617,4.656297118438617
2917000000,광주광역시,북구,,120280.473,433057,437617,3.6383046149145093
2917000000,광주광역시,북구,,157357.088,433057,437617,2.7810440925292164
2917055500,광주광역시,북구,중앙동,39370.091,3318,3567,0.09060177178660826
2917055500,광주광역시,북구,중앙동,93983.908,3318,3567,0.0379533057935833
2917055500,광주광역시,북구,중앙동,120280.473,3318,3567,0.02965568650532327
2917055500,광주광역시,북구,중앙동,157357.088,3318,3567,0.022668187657361834
2917057000,광주광역시,북구,임동,39370.091,8167,8804,0.22362153036425544
2917057000,광주광역시,북구,임동,93983.908,8167,8804,0.09367561093543801
2917057000,광주광역시,북구,임동,120280.473,8167,8804,0.07319558844767762
2917057000,광주광역시,북구,임동,157357.088,8167,8804,0.05594917974079439
2917058000,광주광역시,북구,신안동,39370.091,11510,10844,0.27543751422875806
2917058000,광주광역시,북구,신안동,93983.908,11510,10844,0.11538145445069171
2917058000,광주광역시,북구,신안동,120280.473,11510,10844,0.09015594742464972
2917058000,광주광역시,북구,신안동,157357.088,11510,10844,0.06891332406964726
2917059000,광주광역시,북구,용봉동,39370.091,38358,39027,0.991285491313698
2917059000,광주광역시,북구,용봉동,93983.908,38358,39027,0.41525193866166965
2917059000,광주광역시,북구,용봉동,120280.473,38358,39027,0.324466632252103
2917059000,광주광역시,북구,용봉동,157357.088,38358,39027,0.24801551996183357
2917061500,광주광역시,북구,동림동,39370.091,23541,22979,0.5836664182462774
2917061500,광주광역시,북구,동림동,93983.908,23541,22979,0.24449930300834055
2917061500,광주광역시,북구,동림동,120280.473,23541,22979,0.1910451416332558
2917061500,광주광역시,북구,동림동,157357.088,23541,22979,0.1460309179081911
2917062000,광주광역시,북구,우산동,39370.091,11011,11450,0.2908299094355662
2917062000,광주광역시,북구,우산동,93983.908,11011,11450,0.12182936678904649
2917062000,광주광역시,북구,우산동,120280.473,11011,11450,0.09519417170898554
2917062000,광주광역시,북구,우산동,157357.088,11011,11450,0.07276443753204177
2917063500,광주광역시,북구,풍향동,39370.091,6154,6295,0.1598929502093353
2917063500,광주광역시,북구,풍향동,93983.908,6154,6295,0.06697955143555001
2917063500,광주광역시,북구,풍향동,120280.473,6154,6295,0.0523360096862938
2917063500,광주광역시,북구,풍향동,157357.088,6154,6295,0.04000455321084742
2917065000,광주광역시,북구,문화동,39370.091,19203,19438,0.4937250462540206
2917065000,광주광역시,북구,문화동,93983.908,19203,19438,0.20682264031838302
2917065000,광주광역시,북구,문화동,120280.473,19203,19438,0.16160561656587433
2917065000,광주광역시,북구,문화동,157357.088,19203,19438,0.12352795954129503
