소재지(시군구)별(1),소재지(시군구)별(2),2019,2019,2019
소재지(시군구)별(1),소재지(시군구)별(2),합계,도시지역,비도시지역
소재지(시군구)별(1),소재지(시군구)별(2),면적 (㎡),면적 (㎡),면적 (㎡)
전국,소계,1.00401E+11,26103627019,74297658002
서울특별시,소계,605237005,605237005,-
서울특별시,종로구,23913280,23913280,0
서울특별시,중구,9959983,9959983,0
서울특별시,용산구,21866384,21866384,0
서울특별시,성동구,16859343,16859343,0
서울특별시,광진구,17062949,17062949,0
서울특별시,동대문구,14215360,14215360,0
서울특별시,중랑구,18496071,18496071,0
서울특별시,성북구,24574349,24574349,0
서울특별시,강북구,23600102,23600102,0
서울특별시,도봉구,20660965,20660965,0
서울특별시,노원구,35437538,35437538,0
서울특별시,은평구,29711421,29711421,0
서울특별시,서대문구,17625638,17625638,0
서울특별시,마포구,23851343,23851343,0
서울특별시,양천구,17405710,17405710,0
서울특별시,강서구,41436853,41436853,0
서울특별시,구로구,20120106,20120106,0
서울특별시,금천구,13020260,13020260,0
서울특별시,영등포구,24548520,24548520,0
서울특별시,동작구,16354618,16354618,0
서울특별시,관악구,29568929,29568929,0
서울특별시,서초구,46983285,46983285,0
서울특별시,강남구,39501013,39501013,0
서울특별시,송파구,33872729,33872729,0
서울특별시,강동구,24590256,24590256,0
부산광역시,소계,770073413,680359263,89714150
부산광역시,중구,2825782,2825782,0
부산광역시,서구,13979612,13979612,0
부산광역시,동구,9865235,9865235,0
부산광역시,영도구,14199595,14199595,0
부산광역시,부산진구,29666238,29666238,0
부산광역시,동래구,16631774,16631774,0
부산광역시,남구,26818105,26818105,0
부산광역시,북구,39370091,39370091,0
부산광역시,해운대구,51474858,51474858,0
부산광역시,사하구,41769978,41769978,0
부산광역시,금정구,65274057,65274057,0
부산광역시,강서구,181494645,181494645,0
부산광역시,연제구,12098903,12098903,0
부산광역시,수영구,10212429,10212429,0
부산광역시,사상구,36093426,36093426,0
부산광역시,기장군,218298685,128584535,89714150
대구광역시,소계,883517309,695805681,187711628
대구광역시,중구,7055185,7055185,0
대구광역시,동구,182145982,182145982,0
대구광역시,서구,17333125,17333125,0
대구광역시,남구,17431532,17431532,0
대구광역시,북구,93983908,93983908,0
대구광역시,수성구,76535345,76535345,0
대구광역시,달서구,62339700,62339700,0
대구광역시,달성군,426692532,238980904,187711628
인천광역시,소계,1063257852,503906568,559351284
인천광역시,중구,140286900,140286900,0
인천광역시,동구,7194831,7194831,0
인천광역시,미추홀구,24835030,24835030,0
인천광역시,연수구,54947866,54947866,0
인천광역시,남동구,57016644,57016644,0
인천광역시,부평구,32008762,32008762,0
인천광역시,계양구,45565180,45565180,0
인천광역시,서구,117087390,117087390,0
인천광역시,강화군,411411035,24963965,386447070
인천광역시,옹진군,172904214,0,172904214
광주광역시,소계,501136261,501136261,-
광주광역시,동구,49312364,49312364,0
광주광역시,서구,47748121,47748121,0
광주광역시,남구,61018238,61018238,0
광주광역시,북구,120280473,120280473,0
광주광역시,광산구,222777065,222777065,0
대전광역시,소계,539626515,539626515,-
대전광역시,동구,136679755,136679755,0
대전광역시,중구,62179185,62179185,0
대전광역시,서구,95525521,95525521,0
대전광역시,유성구,176529023,176529023,0
대전광역시,대덕구,68713031,68713031,0
울산광역시,소계,1062038815,614385001,447653814
울산광역시,중구,37010509,37010509,0
울산광역시,남구,73466522,73466522,0
울산광역시,동구,36074686,36074686,0
울산광역시,북구,157357088,157357088,0
울산광역시,울주군,758130010,310476196,447653814
세종특별자치시,소계,464949680,42166062,422783618
세종특별자치시,세종특별자치시,464949680,42166062,422783618
경기도,소계,10192514247,4204750006,5987764241
경기도,수원시,121092176,121092176,0
경기도,성남시,141633070,141633070,0
경기도,고양시,268088330,268088330,0
경기도,용인시,591259247,349027878,242231369
경기도,부천시,53446246,53446246,0
경기도,안산시,155730955,155730955,0
경기도,안양시,58467312,58467312,0
경기도,남양주시,458115470,312534183,145581287
경기도,화성시,697766499,308091300,389675199
경기도,평택시,458244178,279170179,179073999
경기도,의정부시,81544832,81544832,0
경기도,시흥시,138660046,138660046,0
경기도,파주시,673229199,258247346,414981853
경기도,광명시,38526428,38526428,0
경기도,김포시,276612088,127053570,149558518
경기도,군포시,36416854,36416854,0
경기도,광주시,430990347,235823277,195167070
경기도,이천시,461421891,142162577,319259314
경기도,양주시,310390297,127261940,183128357
경기도,오산시,42707724,42707724,0
경기도,구리시,33325064,33325064,0
경기도,안성시,553418704,56890556,496528148
경기도,포천시,826957493,81539271,745418222
경기도,의왕시,53987611,53987611,0
경기도,하남시,92991186,92991186,0
경기도,여주시,608298372,148683946,459614426
경기도,양평군,877651360,42221957,835429403
경기도,동두천시,95664308,95664308,0
경기도,과천시,35868319,35868319,0
경기도,가평군,843690575,144861606,698828969
경기도,연천군,676318066,143029959,533288107
강원도,소계,16828280729,4064900399,12763380330
강원도,춘천시,1116373900,110442842,1005931058
강원도,원주시,868240238,188983180,679257058
강원도,강릉시,1040783864,137020546,903763318
강원도,동해시,180201980,180201980,0
강원도,태백시,303521188,303521188,0
강원도,속초시,105760448,105760448,0
강원도,삼척시,1187839038,395661864,792177174
강원도,홍천군,1820310462,107403724,1712906738
강원도,횡성군,998066556,72421950,925644606
강원도,영월군,1127289702,312242328,815047374
강원도,평창군,1463928054,161233874,1302694180
강원도,정선군,1219777976,433082146,786695830
강원도,철원군,889682311,486706188,402976123
강원도,화천군,908931856,291733155,617198701
강원도,양구군,661819106,173739977,488079129
강원도,인제군,1644967141,315193994,1329773147
강원도,고성군,660707506,257146770,403560736
강원도,양양군,630079403,32404245,597675158
충청북도,소계,7406819938,1435384397,5971435541
충청북도,청주시,940844524,329796870,611047654
충청북도,충주시,983477555,145748227,837729328
충청북도,제천시,883422112,239294116,644127996
충청북도,보은군,584207531,62273544,521933987
충청북도,옥천군,537221176,47577251,489643925
충청북도,영동군,846016198,100632059,745384139
충청북도,진천군,407303348,105641391,301661957
충청북도,괴산군,842189020,49608795,792580225
충청북도,음성군,520182166,157712363,362469803
충청북도,단양군,780158660,141719658,638439002
충청북도,증평군,81797648,55380123,26417525
충청남도,소계,8245540722,1684746553,6560794169
충청남도,천안시,636082715,265761487,370321228
충청남도,공주시,864152740,192603347,671549393
충청남도,보령시,586558277,113276226,473282051
충청남도,아산시,542795756,134056869,408738887
충청남도,서산시,742026668,162795578,579231090
충청남도,논산시,555580413,84404891,471175522
충청남도,계룡시,60698855,2759673,57939182
충청남도,당진시,705424109,183356664,522067445
충청남도,금산군,577237130,21829305,555407825
충청남도,부여군,624534630,59272344,565262286
충청남도,서천군,366115806,46674996,319440810
충청남도,청양군,479099966,36161901,442938065
충청남도,홍성군,446698483,110312847,336385636
충청남도,예산군,542648184,92492157,450156027
충청남도,태안군,515886990,178988268,336898722
전라북도,소계,8069138982,1391653847,6677485135
전라북도,전주시,206040841,206040841,0
전라북도,군산시,396683442,137808781,258874661
전라북도,익산시,506537047,101985217,404551830
